Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite"
elektrik-elektronik muhendisligi,4,Null,Null,Null
yonetim bilisim sistemleri,4,3.5-4.0,Null,Null
hukuk,3,Null,Null,Null
metalurji ve malzeme muhendisligi,3,Null,Null,Null
metalurji ve malzeme muhendisligi,3,3.5-4.0,Null,Null
endustri muhendisligi,1,Null,Null,Null
elektrik elektronik muhendisligi,3,Null,Null,Null
bilgi ve belge yonetimi,6,3.5-4.0,Null,Null
endustri muhendisligi,4,Null,Null,Null
endustri muhendisligi,1,Null,Null,Null
makina muhendisligi,5,Null,Null,Null
elektrik elektronik muhendisligi,2,Null,Null,Null
isletme (ingilizce),2,Null,Null,Null
hukuk,3,3.5-4.0,Null,Null
isletme muhendisligi,1,Null,Null,Null
elektrik-elektronik muhendisligi,4,Null,Null,Null
isletme - insan kaynaklari yonetimi- menkul kiymetler ve sermaye piyasalari- sosyal hizmetler,2,Null,Null,Null
makine,2,Null,Null,Null
eczacilik,3,Null,Null,Null
isletme muhendisligi,3,Null,Null,Null
sakarya universitesi,3,Null,Null,Null
gida muhendisligi,4,Null,Null,Null
kimya,4,Null,Null,Null
muzik,2,Null,Null,Null
kimya muhendisligi,4,Null,Null,Null
ingiliz dili ve edebiyat,4,Null,Null,Null
ic mimarlik,4,Null,Null,Null
bilgisayar muhendisligi,hazirlik,Null,Null,Null
makine muhendisligi,2,Null,Null,Null
okul oncesi ogretmenligi,3,Null,Null,Null
psikolojik danismanlik ve rehberlik,2,3.5-4.0,Null,Null
odyometri,2,Null,Null,Null
pdr,2,3.5-4.0,Null,Null
tip,3,3.5-4.0,Null,Null
otomotiv teknolojisi,2,Null,Null,Null
rehberlik ve psikolojik danismanlik,2,Null,Null,Null
ameliyathane hizmetleri,2,Null,Null,Null
guzel sanatlar fakultesi grafik tasarim bolumu,4,Null,Null,Null
felsefe,4,Null,Null,Null
endustri muhendisligi,3,Null,Null,Null
ekonomi ve finans,4,Null,Null,Null
siyaset bilimi ve kamu yonetimi (fransizca),3,Null,Null,Null
elektrik elektronik muhendisligi,3,Null,Null,Null
siyaset bilim kamu yonetimi,2,Null,Null,Null
isletme enformatigi (almanca),3,Null,Null,Null
tip fakultesi,4,Null,Null,Null
yonetim bilisim sistemleri,4,Null,Null,Null
elektrik elektronik muhendisligi,3,Null,Null,Null
fizik,5,Null,Null,Null
molekuler biyoloji ve genetik bolumu,3,Null,Null,Null
managment informati,3,Null,Null,Null
enerji sistemleri muhendisligi,5,Null,Null,Null
ingiliz dili ve edebiyati,1,Null,Null,Null
matematik muhendisligi,3,Null,Null,Null
molekuler biyoloji ve genetik,3,Null,Null,Null
elektrik mu,5,Null,Null,Null
insaat muhendisligi,4,Null,Null,Null
siyaset bilimi ve kamu yonetimi,4,Null,Null,Null
endustri muhendisligi,2,Null,Null,Null
isletme,1,Null,Null,Null
isletme (ingili,2,Null,Null,Null
mimarlik,3,Null,Null,Null
makine muhendisligi,2,Null,Null,Null
matematik,5,Null,Null,Null
harita muhendisligi,3,Null,Null,Null
iktisat,5,Null,Null,Null
malzeme bilimi ve,3,Null,Null,Null
metalurji ve malzeme muhendisligi,4,Null,Null,Null
bilisim sistemleri muhendisligi,3,Null,Null,Null
hukuk fakultesi,Null,Null,Null,Null
gida muhendisligi (ingilizce),2,3.5-4.0,Null,Null
ucak muhendisligi,1,3.5-4.0,Null,Null
mekatronik muhendisligi,6,Null,Null,Null
makina muhendisligi,4,Null,Null,Null
hukuk,2,3.5-4.0,Null,Null
siyaset bilimi ve uluslararasi iliskiler,1,Null,Null,Null
kimya ogretmenligi,4,Null,Null,Null
gazetecilik,4,Null,Null,Null
siyaset bilimi ve kamu yonetimi,4,3.5-4.0,Null,Null
fizyoterapi ve rehabilitasyon,4,Null,Null,Null
elektrik muhendisligi,2,3.5-4.0,Null,Null
ingilizce isletme,5,Null,Null,Null
ingilizce ogretmenligi,3,3.5-4.0,Null,Null
elektrik-elektronik muhendisligi,4,Null,Null,Null
kamu yonetimi,Null,Null,Null,Null
yazilim muhendisligi,2,Null,Null,Null
hukuk,3,Null,Null,Null
maliye,2,Null,Null,Null
insaat muhendisligi,3,Null,Null,Null
elektrik muhendisligi,Null,Null,Null,Null
uluslararasi iliskiler,4,Null,Null,Null
kimya,6,Null,Null,Null
veteriner hekimligi,2,Null,Null,Null
bilgisayar muhendisligi,2,Null,Null,Null
matematik muhendisligi,2,Null,Null,Null
insaat muhendisligi,4,Null,Null,Null
endustri muhendisligi,2,3.5-4.0,Null,Null
karsilastirmali edebiyat,3,Null,Null,Null
elektrik-elektronik muhendisligi,2,Null,Null,Null
makina muhendisligi - imalat muhendisligi programi,5,Null,Null,Null
tip fakultesi,4,3.5-4.0,Null,Null
hukuk,1,Null,Null,Null
ingiliz dilbilimi,4,3.5-4.0,Null,Null
biyoloji,3,Null,Null,Null
mekatronik muhendisligi,2,Null,Null,Null
insaat muhendisligi,1,3.5-4.0,Null,Null
mimarlik,5,Null,Null,Null
insaat muhendisligi,4,Null,Null,Null
sosyal bilgiler ogretmenligi,3,3.5-4.0,Null,Null
gazetecilik,3,Null,Null,Null
sinema televizyon,hazirlik,Null,Null,Null
makine muhendisligi,3,Null,Null,Null
sanat tarihi,2,Null,Null,Null
ozel egitim ogretmenligi,3,Null,Null,Null
gastronomi ve mutfak sanatlari,4,Null,Null,Null
bilgisayar muhendisligi,3,Null,Null,Null
Null,Null,Null,Null,Null
uluslararasi iliskiser,4,Null,Null,Null
mimarlik,4,Null,Null,Null
endustri muhendisligi,3,Null,Null,Null
egzersiz ve spor bilimleri,4,3.5-4.0,Null,Null
elektrik muhendisligi,4,Null,Null,Null
metalurji ve malzeme muhendisligi,4,Null,Null,Null
biyomuhendislik,4,Null,Null,Null
eczacilik,4,Null,Null,Null
enerji sistemleri muhendisligi,4,Null,Null,Null
mimarlik,4,Null,Null,Null
endustri muhendisligi,3,Null,Null,Null
endustri muhendisligi,4,Null,Null,Null
bilgisayar muhendisligi,4,Null,Null,Null
kimya muhendisligi,4,Null,Null,Null
ucak teknolojisi,2,Null,Null,Null
isletme bolumu,3,Null,Null,Null
tip,2,3.5-4.0,Null,Null
tip fakulte,2,Null,Null,Null
maliye,4,Null,Null,Null
calisma ekonomisi ve endustri iliskileri,3,Null,Null,Null
endustri muhendisligi,2,3.5-4.0,Null,Null
kamu yonetimi,2,Null,Null,Null
mimarlik,Null,Null,Null,Null
anorganik kimy,1,3.5-4.0,Null,Null
felsefe,3,Null,Null,Null
insaat muhendisligi,4,Null,Null,Null
bilgisayar muhendisligi,3,Null,Null,Null
endustri muhendisligi,3,Null,Null,Null
sosyoloji,3,Null,Null,Null
isletme,2,3.5-4.0,Null,Null
ilahiyat,3,Null,Null,Null
spor saglik bilimleri,Null,3.5-4.0,Null,Null
sosyoloji,4,Null,Null,Null
tip fakultesi (ingil,3,3.5-4.0,Null,Null
endustri muhendisligi,2,Null,Null,Null
mimarlik bolumu,2,Null,Null,Null
sosyoloji,3,Null,Null,Null
biyomuhendislik,5,Null,Null,Null
ilkogretim matematik ogretmenligi,4,Null,Null,Null
uluslararasi ticaret ve isletmecilik,3,3.5-4.0,Null,Null
mekatronik muhendisligi,2,Null,Null,Null
makine muhendisligi,4,Null,Null,Null
Null,3,Null,Null,Null
gida muhendisligi,1,Null,Null,Null
uluslararasi ticaret,3,3.5-4.0,Null,Null
dis hekimligi,2,Null,Null,Null
hukuk,2,Null,Null,Null
hukuk fakultesi,3,Null,Null,Null
hukuk,3,Null,Null,Null
cerrahpasa tip fakultesi,4,3.5-4.0,Null,Null
yonetim bilisim sistemleri,2,Null,Null,Null
elektrik elektronik muhendisligi,2,Null,Null,Null
uluslarar,4,Null,Null,Null
uluslararasi ticaret ve lojistik,4,Null,Null,Null
endustri muhendisligi,2,Null,Null,Null
hasta bakim teknisyeni,1,Null,Null,Null
tip,2,Null,Null,Null
amerikan kulturu ve edebiyati,2,Null,Null,Null
psikoloji,3,3.5-4.0,Null,Null
bilim tarihi,2,3.5-4.0,Null,Null
eczacilik,5,Null,Null,Null
endustri muhendisligi,3,Null,Null,Null
imalat muhendisligi (%30 ingilizce),3,Null,Null,Null
malzeme ve metalurji muhendisligi,1,Null,Null,Null
biyomuhendislik,2,Null,Null,Null
hemsirelik,2,Null,Null,Null
makine muhendisligi,4,Null,Null,Null
kimya muhendisligi(ing),4,Null,Null,Null
matematik(bilgisayar bilimleri agirlikli),4,Null,Null,Null
makine muhendisligi,4,Null,Null,Null
halkla iliskiler ve reklamcilik,4,Null,Null,Null
turizm isletmeciligi,1,Null,Null,Null
bilgisayar muhendisligi,1,Null,Null,Null
cocuk haklari yuksek lisans programi,2,Null,Null,Null
isletme,3,Null,Null,Null
rehberlik ve psikolojik danismanlik,3,Null,Null,Null
insaat muhendisligi,4,Null,Null,Null
saglik yonetimi,3,Null,Null,Null
endustri muhendisligi,2,3.5-4.0,Null,Null
bulent ecevit universitesi turkce ogretmenligi,4,3.5-4.0,Null,Null
turk dili ve edebiyati,3,Null,Null,Null
hukuk,4,Null,Null,Null
isletme,1,Null,Null,Null
hemsirelik,3,3.5-4.0,Null,Null
hukuk,3,Null,Null,Null
isletme ingilizce programi,3,Null,Null,Null
saglik yonetimi,4,Null,Null,Null
kimya muhendisligi,2,Null,Null,Null
insaat muhendisligi,3,Null,Null,Null
bilgisayar muhendi,1,Null,Null,Null
elektrik elektronik muhendisligi (ingilizce),2,Null,Null,Null
kimya,4,Null,Null,Null
mimarlik,4,Null,Null,Null
makine muhendisligi,2,Null,Null,Null
bilgisayar muhendisligi,3,Null,Null,Null
makina muhendisligi,4,Null,Null,Null
deniz ve liman isletmeciligi,2,Null,Null,Null
endustri muhendisligi,4,Null,Null,Null
halkla iliskiler ve tanitim,2,Null,Null,Null
ingilizce isletme,3,Null,Null,Null
makina muhendisligi,2,Null,Null,Null
dis hekimligi,2,Null,Null,Null
elektronik ve haberlesme muhendisligi,2,Null,Null,Null
cevre muhendisligi,4,Null,Null,Null
cevre muhendisligi,4,Null,Null,Null
bilgisayar programciligi,3,Null,Null,Null
elektrik ve elektronik muhendisli,3,Null,Null,Null
saglik yonetimi,4,Null,Null,Null
endustri muhendisligi,3,Null,Null,Null
diger,3,3.5-4.0,Null,Null
uluslararasi ticaret,4,3.5-4.0,Null,Null
uluslararasi iliskiler,4,3.5-4.0,Null,Null
bilgisayar muhendisligi,4,3.5-4.0,Null,Null
mimarlik,4,3.5-4.0,Null,Null
ekonomi,2,3.5-4.0,Null,Null
uluslararasi iliskiler,4,3.5-4.0,Null,Null
ingilizce ogretmenligi,4,3.5-4.0,Null,Null
kimya,3,3.5-4.0,Null,Null
hukuk,4,3.5-4.0,Null,Null
tip,4,3.5-4.0,Null,Null
tip,5,3.5-4.0,Null,Null
tip,2,3.5-4.0,Null,Null
elektrik-elektronik muhendisligi,2,3.5-4.0,Null,Null
siyaset bilimi ve uluslararasi iliskiler,3,3.5-4.0,Null,Null
isletme,4,3.5-4.0,Null,Null
turizm isletmeciligi,3,3.5-4.0,Null,Null
ingilizce ogretmenligi,2,3.5-4.0,Null,Null
hukuk,3,3.5-4.0,Null,Null
ozel egitim ogretmenligi,3,3.5-4.0,Null,Null
psikoloji,2,3.5-4.0,Null,Null
ekonomi,3,3.0-3.5,Null,Null
dis hekimligi,3,3.5-4.0,Null,Null
diger,3,3.5-4.0,Null,Null
isletme muhendisligi,2,3.5-4.0,Null,Null
turizm isletmeciligi ve otelcilik,2,3.5-4.0,Null,Null
ingiliz dili ve edebiyati,5,3.5-4.0,Null,Null
elektrik-elektronik muhendisligi,1,3.5-4.0,Null,Null
elektrik-elektronik muhendisligi,3,3.5-4.0,Null,Null
bilgisayar bilimleri,4,3.5-4.0,Null,Null
isletme,4,3.5-4.0,Null,Null
endustri muhendisligi,4,3.0-3.5,Null,Null
endustri muhendisligi,4,3.0-3.5,Null,Null
hukuk,4,3.5-4.0,Null,Null
isletme,1,3.0-3.5,Null,Null
ic mimarlik,4,3.5-4.0,Null,Null
uluslararasi ticaret,3,3.0-3.5,Null,Null
elektrik-elektronik muhendisligi,4,3.0-3.5,Null,Null
hukuk,2,3.0-3.5,Null,Null
ingilizce ogretmenligi,3,3.0-3.5,Null,Null
endustri muhendisligi,2,3.0-3.5,Null,Null
endustri muhendisligi,3,3.5-4.0,Null,Null
endustri muhendisligi,3,3.0-3.5,Null,Null
tip,3,3.5-4.0,Null,Null
eczacilik,5,2.5-3.0,Null,Null
kontrol ve otomasyon muhendisligi,4,3.0-3.5,Null,Null
medya ve gorsel sanatlar,2,3.0-3.5,Null,Null
tip,2,3.0-3.5,Null,Null
sosyoloji,3,3.0-3.5,Null,Null
eczacilik,4,3.5-4.0,Null,Null
isletme,2,3.0-3.5,Null,Null
turk dili ve edebiyati ogretmenligi,3,3.5-4.0,Null,Null
endustri urunleri tasarimi,4,3.0-3.5,Null,Null
endustri muhendisligi,3,3.0-3.5,Null,Null
yonetim bilisim sistemleri,4,3.5-4.0,Null,Null
isletme,2,3.0-3.5,Null,Null
bilgisayar muhendisligi,4,3.5-4.0,Null,Null
endustri muhendisligi,4,3.5-4.0,Null,Null
uluslararasi iliskiler,4,2.5-3.0,Null,Null
tip,2,3.0-3.5,Null,Null
astronomi ve uzay bilimleri,hazirlik,3.0-3.5,Null,Null
hukuk,3,3.0-3.5,Null,Null
makine muhendisligi,3,3.0-3.5,Null,Null
hukuk,3,3.0-3.5,Null,Null
isletme,4,3.0-3.5,Null,Null
grafik,2,3.0-3.5,Null,Null
ilahiyat,4,3.5-4.0,Null,Null
hukuk,4,3.0-3.5,Null,Null
kimya muhendisligi,5,3.0-3.5,Null,Null
hukuk,3,3.0-3.5,Null,Null
bilgisayar muhendisligi,3,3.0-3.5,Null,Null
yonetim bilisim sistemleri,2,3.0-3.5,Null,Null
rehberlik ve psikolojik danismanlik,2,2.5-3.0,Null,Null
endustri muhendisligi,4,3.0-3.5,Null,Null
endustri urunleri tasarimi,4,3.5-4.0,Null,Null
ucak muhendisligi,3,2.5-3.0,Null,Null
insaat muhendisligi,4,3.0-3.5,Null,Null
tip,4,3.0-3.5,Null,Null
isletme,3,3.0-3.5,Null,Null
tip,3,3.5-4.0,Null,Null
ingilizce ogretmenligi,4,3.0-3.5,Null,Null
gazetecilik,2,3.0-3.5,Null,Null
tip,2,3.0-3.5,Null,Null
isletme muhendisligi,2,3.0-3.5,Null,Null
tip,2,3.0-3.5,Null,Null
hukuk,2,3.0-3.5,Null,Null
endustri muhendisligi,2,3.5-4.0,Null,Null
siyaset bilimi ve uluslararasi iliskiler,2,3.0-3.5,Null,Null
yonetim bilimleri,2,2.5-3.0,Null,Null
hukuk,4,2.5-3.0,Null,Null
bilgisayar muhendisligi,4,3.5-4.0,Null,Null
ingiliz dili ve edebiyati,2,2.5-3.0,Null,Null
endustri muhendisligi,4,3.0-3.5,Null,Null
endustri muhendisligi,3,3.0-3.5,Null,Null
endustri muhendisligi,3,3.5-4.0,Null,Null
iktisat,2,3.5-4.0,Null,Null
endustri muhendisligi,3,3.0-3.5,Null,Null
insaat muhendisligi,4,3.0-3.5,Null,Null
tip,2,3.0-3.5,Null,Null
kimya muhendisligi,3,3.0-3.5,Null,Null
psikoloji,4,3.5-4.0,Null,Null
insaat muhendisligi,3,3.0-3.5,Null,Null
hukuk,3,2.5-3.0,Null,Null
tip,3,3.0-3.5,Null,Null
bilgisayar muhendisligi,3,3.5-4.0,Null,Null
ekonomi,1,2.5-3.0,Null,Null
rehberlik ve psikolojik danismanlik,2,3.5-4.0,Null,Null
tip,6,3.0-3.5,Null,Null
cografya,3,2.5-3.0,Null,Null
isletme,3,3.5-4.0,Null,Null
tip,2,3.0-3.5,Null,Null
dis hekimligi,3,3.0-3.5,Null,Null
ozel egitim ogretmenligi,3,3.5-4.0,Null,Null
hukuk,4,3.0-3.5,Null,Null
isletme,3,3.5-4.0,Null,Null
halkla iliskiler ve reklamcilik,2,2.5-3.0,Null,Null
isletme muhendisligi,4,3.0-3.5,Null,Null
tip,6,3.0-3.5,Null,Null
endustri muhendisligi,2,2.5-3.0,Null,Null
hukuk,3,2.5-3.0,Null,Null
sosyoloji,4,3.0-3.5,Null,Null
bilgisayar muhendisligi,3,3.0-3.5,Null,Null
makine muhendisligi,3,3.5-4.0,Null,Null
endustri muhendisligi,2,3.5-4.0,Null,Null
kimya muhendisligi,2,2.5-3.0,Null,Null
hukuk,3,2.5-3.0,Null,Null
yonetim bilimleri,2,3.5-4.0,Null,Null
"almanca, ingilizce mutercim ve tercumanlik",2,3.0-3.5,Null,Null
okul oncesi ogretmenligi,3,2.5-3.0,Null,Null
tip,2,2.5-3.0,Null,Null
eczacilik,2,3.0-3.5,Null,Null
bilgisayar muhendisligi,3,3.5-4.0,Null,Null
isletme,3,3.0-3.5,Null,Null
ozel egitim ogretmenligi,3,3.0-3.5,Null,Null
molekuler biyoloji ve genetik,2,2.5-3.0,Null,Null
tip,3,2.5-3.0,Null,Null
mimarlik,3,3.5-4.0,Null,Null
insaat muhendisligi,2,3.0-3.5,Null,Null
rehberlik ve psikolojik danismanlik,4,3.5-4.0,Null,Null
iktisat,2,2.5-3.0,Null,Null
bilgisayar muhendisligi,3,2.5-3.0,Null,Null
eczacilik,4,3.0-3.5,Null,Null
endustri muhendisligi,3,3.0-3.5,Null,Null
rehberlik ve psikolojik danismanlik,4,3.0-3.5,Null,Null
gorsel iletisim tasarimi,3,3.5-4.0,Null,Null
siyaset bilimi ve uluslararasi iliskiler,4,3.0-3.5,Null,Null
tip,3,2.5-3.0,Null,Null
sinif ogretmenligi,2,3.5-4.0,Null,Null
mimarlik,3,3.0-3.5,Null,Null
okul oncesi ogretmenligi,2,3.5-4.0,Null,Null
sinif ogretmenligi,4,3.5-4.0,Null,Null
diger,3,0.0-2.5,Null,Null
fizyoterapi ve rehabilitasyon,3,3.0-3.5,Null,Null
ingilizce mutercim ve tercumanlik,3,2.5-3.0,Null,Null
siyaset bilimi ve uluslararasi iliskiler,2,3.5-4.0,Null,Null
ic mimarlik ve cevre tasarimi,4,3.0-3.5,Null,Null
hukuk,3,2.5-3.0,Null,Null
tip,2,2.5-3.0,Null,Null
tip,2,3.0-3.5,Null,Null
matematik muhendisligi,2,3.0-3.5,Null,Null
elektronik ve haberlesme muhendisligi,4,3.0-3.5,Null,Null
islami ilimler,3,3.5-4.0,Null,Null
endustri muhendisligi,2,2.5-3.0,Null,Null
isletme,3,3.5-4.0,Null,Null
hukuk,3,3.0-3.5,Null,Null
isletme,1,3.5-4.0,Null,Null
hukuk,2,2.5-3.0,Null,Null
tip,5,2.5-3.0,Null,Null
tip,3,3.0-3.5,Null,Null
veteriner,3,3.5-4.0,Null,Null
hukuk,2,2.5-3.0,Null,Null
tip,2,2.5-3.0,Null,Null
eczacilik,3,3.0-3.5,Null,Null
eczacilik,5,3.0-3.5,Null,Null
tip,3,2.5-3.0,Null,Null
mekatronik muhendisligi,3,3.5-4.0,Null,Null
hukuk,2,2.5-3.0,Null,Null
elektronik ve haberlesme muhendisligi,2,2.5-3.0,Null,Null
insaat muhendisligi,4,3.0-3.5,Null,Null
isletme,2,3.0-3.5,Null,Null
endustri muhendisligi,3,3.0-3.5,Null,Null
enerji muhendisligi,4,3.0-3.5,Null,Null
isletme muhendisligi,3,2.5-3.0,Null,Null
endustri muhendisligi,2,0.0-2.5,Null,Null
bilgisayar muhendisligi,4,2.5-3.0,Null,Null
isletme muhendisligi,4,2.5-3.0,Null,Null
yonetim bilisim sistemleri,3,3.0-3.5,Null,Null
hukuk,4,2.5-3.0,Null,Null
iktisat,2,3.0-3.5,Null,Null
eczacilik,4,3.0-3.5,Null,Null
hemsirelik,2,3.0-3.5,Null,Null
turkce ogretmenligi,3,3.0-3.5,Null,Null
eczacilik,2,3.0-3.5,Null,Null
kontrol ve otomasyon muhendisligi,2,3.0-3.5,Null,Null
ingilizce ogretmenligi,2,3.0-3.5,Null,Null
mimarlik,3,3.0-3.5,Null,Null
kimya muhendisligi,4,2.5-3.0,Null,Null
hukuk,3,3.0-3.5,Null,Null
endustri urunleri tasarimi,4,3.5-4.0,Null,Null
tip,3,2.5-3.0,Null,Null
eczacilik,4,3.0-3.5,Null,Null
endustri muhendisligi,2,0.0-2.5,Null,Null
gorsel iletisim tasarimi,4,3.5-4.0,Null,Null
isletme,3,0.0-2.5,Null,Null
petrol ve dogalgaz muhendisligi,3,3.0-3.5,Null,Null
felsefe,2,3.0-3.5,Null,Null
endustri muhendisligi,3,3.0-3.5,Null,Null
malzeme bilimi ve nano muhendislik,3,3.0-3.5,Null,Null
iktisat,2,3.0-3.5,Null,Null
kimya muhendisligi,2,0.0-2.5,Null,Null
ekonomi,2,0.0-2.5,Null,Null
tip,5,2.5-3.0,Null,Null
hemsirelik,3,3.0-3.5,Null,Null
isletme,3,3.0-3.5,Null,Null
psikoloji,3,3.0-3.5,Null,Null
malzeme bilimi ve muhendisligi,3,3.0-3.5,Null,Null
elektronik ve haberlesme muhendisligi,3,3.0-3.5,Null,Null
psikoloji,2,3.0-3.5,Null,Null
endustri muhendisligi,4,3.0-3.5,Null,Null
bilgisayar muhendisligi,2,3.0-3.5,Null,Null
bilgisayar muhendisligi,1,3.0-3.5,Null,Null
bankacilik ve sigortacilik,2,3.0-3.5,Null,Null
iktisat,2,3.0-3.5,Null,Null
endustri muhendisligi,2,3.5-4.0,Null,Null
matematik,3,3.5-4.0,Null,Null
yonetim bilisim sistemleri,2,3.0-3.5,Null,Null
diger,3,3.0-3.5,Null,Null
geomatik muhendisligi,3,3.0-3.5,Null,Null
kimya,2,0.0-2.5,Null,Null
sehir ve bolge planlama,4,3.5-4.0,Null,Null
ingiliz dili ve edebiyati,4,3.0-3.5,Null,Null
elektrik-elektronik muhendisligi,5,3.0-3.5,Null,Null
elektrik muhendisligi,3,2.5-3.0,Null,Null
ic mimarlik ve cevre tasarimi,4,3.0-3.5,Null,Null
bilgisayar muhendisligi,3,2.5-3.0,Null,Null
hukuk,3,3.0-3.5,Null,Null
hemsirelik,3,3.0-3.5,Null,Null
beslenme ve diyetetik,4,2.5-3.0,Null,Null
hukuk,2,0.0-2.5,Null,Null
yeni medya ve iletisim,3,3.0-3.5,Null,Null
dil ve konusma terapisi,3,3.5-4.0,Null,Null
tip,6,3.0-3.5,Null,Null
dis hekimligi,2,3.5-4.0,Null,Null
kimya muhendisligi,4,3.5-4.0,Null,Null
endustri muhendisligi,2,3.0-3.5,Null,Null
dis hekimligi,4,0.0-2.5,Null,Null
otomotiv muhendisligi,4,3.0-3.5,Null,Null
okul oncesi ogretmenligi,4,3.5-4.0,Null,Null
psikoloji,3,3.0-3.5,Null,Null
beden egitimi ve spor ogretmenligi,4,3.5-4.0,Null,Null
kimya muhendisligi,4,3.0-3.5,Null,Null
sehir ve bolge planlama,4,3.5-4.0,Null,Null
beslenme ve diyetetik,2,3.0-3.5,Null,Null
dis hekimligi,2,3.5-4.0,Null,Null
hukuk,2,3.0-3.5,Null,Null
hukuk,3,3.0-3.5,Null,Null
endustri muhendisligi,4,3.0-3.5,Null,Null
yonetim bilisim sistemleri,3,3.5-4.0,Null,Null
elektronik muhendisligi,4,3.0-3.5,Null,Null
endustri muhendisligi,2,3.5-4.0,Null,Null
turk dili ve edebiyati,2,2.5-3.0,Null,Null
ucak muhendisligi,4,3.0-3.5,Null,Null
endustriyel tasarim,2,3.0-3.5,Null,Null
siyaset bilimi ve uluslararasi iliskiler,2,3.0-3.5,Null,Null
endustri muhendisligi,4,3.0-3.5,Null,Null
tip,2,3.0-3.5,Null,Null
sosyoloji,3,3.0-3.5,Null,Null
insaat muhendisligi,4,2.5-3.0,Null,Null
endustri muhendisligi,2,0.0-2.5,Null,Null
elektrik-elektronik muhendisligi,3,3.0-3.5,Null,Null
elektrik-elektronik muhendisligi,4,3.0-3.5,Null,Null
yonetim bilimleri,2,3.0-3.5,Null,Null
metalurji ve malzeme muhendisligi,3,0.0-2.5,Null,Null
bilgisayar muhendisligi,3,2.5-3.0,Null,Null
mimarlik,3,3.0-3.5,Null,Null
endustri muhendisligi,2,3.0-3.5,Null,Null
psikoloji,3,3.0-3.5,Null,Null
bilgisayar muhendisligi,2,3.0-3.5,Null,Null
halkla iliskiler,4,3.5-4.0,Null,Null
bilgisayar ve ogretim teknolojileri ogretmenligi,2,0.0-2.5,Null,Null
ekonomi,2,2.5-3.0,Null,Null
bilgisayar muhendisligi,4,2.5-3.0,Null,Null
siyaset bilimi ve kamu yonetimi,2,2.5-3.0,Null,Null
hukuk,3,3.0-3.5,Null,Null
siyaset bilimi ve kamu yonetimi,3,3.0-3.5,Null,Null
dis hekimligi,3,3.5-4.0,Null,Null
endustri muhendisligi,3,3.0-3.5,Null,Null
hukuk,4,3.0-3.5,Null,Null
kimya muhendisligi,4,0.0-2.5,Null,Null
bilgisayar muhendisligi,2,3.0-3.5,Null,Null
biyoloji,5,3.5-4.0,Null,Null
eczacilik,3,2.5-3.0,Null,Null
psikoloji,2,2.5-3.0,Null,Null
yonetim bilisim sistemleri,2,3.5-4.0,Null,Null
bilgisayar muhendisligi,4,2.5-3.0,Null,Null
psikoloji,3,3.0-3.5,Null,Null
tip,4,2.5-3.0,Null,Null
psikoloji,4,3.5-4.0,Null,Null
siyaset bilimi ve uluslararasi iliskiler,4,2.5-3.0,Null,Null
ingilizce ogretmenligi,2,3.0-3.5,Null,Null
endustri muhendisligi,2,3.5-4.0,Null,Null
hukuk,3,3.0-3.5,Null,Null
iktisat,2,3.0-3.5,Null,Null
elektrik-elektronik muhendisligi,3,3.5-4.0,Null,Null
sosyal hizmet,4,3.5-4.0,Null,Null
insaat muhendisligi,3,2.5-3.0,Null,Null
kimya muhendisligi,4,3.0-3.5,Null,Null
ucak muhendisligi,4,2.5-3.0,Null,Null
mimarlik,4,3.5-4.0,Null,Null
siyaset bilimi ve kamu yonetimi,2,3.5-4.0,Null,Null
elektrik-elektronik muhendisligi,3,2.5-3.0,Null,Null
beslenme ve diyetetik,4,3.5-4.0,Null,Null
iletisim ve tasarimi,2,3.0-3.5,Null,Null
hukuk,3,3.0-3.5,Null,Null
turkce ogretmenligi,3,3.5-4.0,Null,Null
elektrik-elektronik muhendisligi,2,0.0-2.5,Null,Null
tip,6,3.0-3.5,Null,Null
mimarlik,4,3.5-4.0,Null,Null
tip,2,3.0-3.5,Null,Null
isletme,3,3.0-3.5,Null,Null
siyaset bilimi ve uluslararasi iliskiler,1,Hazirlik,Null,Null
endustri muhendisligi,3,3.0-3.5,Null,Null
dis hekimligi,3,3.0-3.5,Null,Null
diger,4,3.5-4.0,Null,Null
diger,4,3.5-4.0,Null,Null
hukuk,4,2.5-3.0,Null,Null
cevre muhendisligi,4,2.5-3.0,Null,Null
molekuler biyoteknoloji,2,3.5-4.0,Null,Null
matematik muhendisligi,3,2.5-3.0,Null,Null
ingiliz dili ve edebiyati,4,3.5-4.0,Null,Null
kimya muhendisligi,4,3.0-3.5,Null,Null
insaat muhendisligi,3,2.5-3.0,Null,Null
sinif ogretmenligi,4,3.0-3.5,Null,Null
tip,1,2.5-3.0,Null,Null
endustri muhendisligi,4,2.5-3.0,Null,Null
iktisat,4,2.5-3.0,Null,Null
mimarlik,3,3.5-4.0,Null,Null
turk dili ve edebiyati,1,3.0-3.5,Null,Null
yonetim bilisim sistemleri,2,3.0-3.5,Null,Null
ekonomi,1,Hazirlik,Null,Null
iletisim ve tasarimi,3,3.0-3.5,Null,Null
isletme muhendisligi,3,3.0-3.5,Null,Null
egzersiz ve spor bilimleri,5,2.5-3.0,Null,Null
siyaset bilimi ve uluslararasi iliskiler,3,3.5-4.0,Null,Null
