Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri
erkek,1997/11/23,diyarbakir,kirklareli
erkek,1999/05/15,sirnak,mersin
erkek,1999/04/18,nevsehir,sirnak
erkek,1997/03/16,hatay,adana
erkek,2001/08/23,afyonkarahisar,hatay
erkek,1998/08/12,bolu,konya
erkek,1998/01/07,ankara,bolu
erkek,2001/07/23,kocaeli,istanbul
erkek,2001/01/11,Null,istanbul
erkek,2000/05/21,kayseri,Null
erkek,1997/08/07,kutahya,kayseri
erkek,1970/01/01,mugla,usak
erkek,2000/03/08,sanliurfa,istanbul
erkek,2001/05/21,kayseri,sanliurfa
erkek,1999/06/25,yozgat,istanbul
erkek,1998/03/09,izmir,istanbul
erkek,1999/08/19,istanbul,mardin
erkek,1997/06/25,gaziantep,antalya
erkek,2000/06/01,adiyaman,gaziantep
erkek,1998/09/01,kahramanmaras,sirnak
erkek,2000/04/15,kocaeli,kahramanmaras
erkek,2001/09/15,van,istanbul
erkek,1997/05/29,canakkale,van
erkek,2001/10/05,diyarbakir,balikesir
erkek,1970/01/01,sanliurfa,ankara
erkek,1998/05/20,sirnak,Null
erkek,1999/02/11,kutahya,sirnak
erkek,1998/06/05,adiyaman,isparta
erkek,2001/06/22,kirsehir,adana
erkek,2000/08/28,kahramanmaras,kirsehir
erkek,2000/05/16,istanbul,denizli
erkek,1999/09/21,gaziantep,istanbul
erkek,1998/02/26,kayseri,istanbul
erkek,1998/08/25,Null,istanbul
erkek,1997/07/29,hatay,Null
erkek,2001/06/24,konya,istanbul
erkek,1999/08/21,istanbul,konya
erkek,1999/06/07,diyarbakir,istanbul
erkek,2000/06/27,gaziantep,diyarbakir
erkek,2000/06/30,adiyaman,gaziantep
erkek,2000/05/07,sanliurfa,istanbul
erkek,1999/05/15,van,sanliurfa
erkek,1970/01/01,istanbul,ankara
erkek,1970/01/01,ankara,istanbul
erkek,1998/09/12,mersin,konya
erkek,1998/10/20,adiyaman,mersin
erkek,1997/11/30,diyarbakir,adiyaman
erkek,1999/07/23,sirnak,usak
erkek,1997/01/11,ankara,sirnak
erkek,1998/10/15,mardin,antalya
erkek,1998/04/03,sanliurfa,izmir
erkek,1998/05/20,sirnak,sanliurfa
erkek,1999/08/25,igdir,sirnak
erkek,2000/09/15,van,istanbul
erkek,2000/01/20,yozgat,van
erkek,1970/01/01,sanliurfa,istanbul
erkek,1998/08/19,kayseri,sanliurfa
erkek,1998/03/04,aydin,istanbul
erkek,1996/01/01,mus,istanbul
erkek,1999/02/03,sanliurfa,bursa
erkek,1999/01/05,gaziantep,istanbul
erkek,1970/01/01,sanliurfa,gaziantep
erkek,1999/05/04,istanbul,sanliurfa
erkek,1970/01/01,ankara,antalya
erkek,2000/03/17,konya,ankara
erkek,1998/02/01,van,konya
erkek,1997/10/20,gaziantep,van
erkek,2000/09/10,denizli,gaziantep
erkek,1970/01/01,antalya,istanbul
erkek,1970/01/01,Null,antalya
erkek,1970/01/01,malatya,Null
erkek,1970/01/01,malatya,istanbul
erkek,2000/03/11,batman,istanbul
erkek,1997/10/06,kayseri,batman
erkek,1999/12/07,antalya,izmir
erkek,1996/09/06,istanbul,antalya
erkek,1996/09/22,diyarbakir,istanbul
erkek,1997/03/19,Null,istanbul
erkek,1999/06/29,edirne,Null
erkek,1998/08/02,konya,istanbul
erkek,1999/12/16,Null,istanbul
erkek,1970/01/01,sirnak,Null
erkek,2000/06/24,sakarya,sanliurfa
erkek,1998/04/16,sanliurfa,sakarya
erkek,1970/01/01,diyarbakir,balikesir
erkek,2000/01/12,karabuk,diyarbakir
kadin,1970/01/01,artvin,istanbul
kadin,2001/07/15,mardin,kahramanmaras
kadin,1970/01/01,Null,sanliurfa
kadin,1997/06/10,manisa,Null
kadin,1970/01/01,mardin,istanbul
kadin,1997/06/17,mardin,mardin
erkek,1998/07/20,Null,mardin
kadin,1970/01/01,hatay,Null
kadin,2000/06/13,karabuk,istanbul
kadin,1999/11/01,izmir,eskisehir
kadin,1999/02/10,tekirdag,istanbul
kadin,2000/06/29,istanbul,Null
kadin,1996/12/01,istanbul,Null
kadin,1998/04/10,batman,istanbul
kadin,1999/12/07,manisa,batman
kadin,2000/10/13,gaziantep,manisa
erkek,2020/05/01,aydin,istanbul
erkek,1998/01/02,istanbul,aydin
erkek,1998/05/13,sivas,istanbul
erkek,1997/08/22,adana,bursa
erkek,2000/10/14,bursa,istanbul
erkek,1999/06/08,Null,istanbul
erkek,1999/09/27,Null,ankara
erkek,2001/04/04,mugla,istanbul
kadin,2000/03/02,kayseri,istanbul
kadin,1970/01/01,antalya,kayseri
erkek,1970/01/01,agri,antalya
erkek,1970/01/01,Null,agri
erkek,1997/03/29,van,Null
erkek,1970/01/01,Null,karabuk
kadin,1999/07/21,Null,Null
kadin,2001/03/19,bursa,Null
kadin,1999/02/16,bursa,istanbul
kadin,1998/08/10,kilis,ankara
kadin,2001/10/06,Null,izmir
kadin,1997/02/08,istanbul,Null
kadin,2000/12/22,istanbul,istanbul
kadin,1970/01/01,manisa,istanbul
kadin,1998/11/06,istanbul,manisa
kadin,2001/10/22,bursa,istanbul
kadin,1999/12/09,istanbul,bursa
kadin,1999/01/17,afyonkarahisar,balikesir
kadin,2001/10/14,Null,istanbul
kadin,2001/11/02,kirikkale,tekirdag
kadin,2001/11/02,kirikkale,kirikkale
kadin,2001/03/23,sivas,kirikkale
kadin,1998/06/06,kayseri,istanbul
kadin,1998/03/11,konya,istanbul
kadin,1999/05/12,istanbul,istanbul
kadin,1999/03/23,igdir,istanbul
kadin,2000/08/29,kirsehir,igdir
kadin,1970/01/01,karaman,kirsehir
kadin,2000/04/03,kayseri,antalya
erkek,2000/04/27,istanbul,kayseri
kadin,2001/11/16,istanbul,yalova
kadin,1970/01/01,diyarbakir,istanbul
kadin,1997/04/13,istanbul,istanbul
kadin,1998/08/15,istanbul,istanbul
kadin,2001/12/25,istanbul,Null
kadin,1998/11/30,amasya,istanbul
kadin,2001/11/16,izmir,ankara
kadin,1999/05/15,istanbul,izmir
kadin,1997/09/09,Null,Null
kadin,2001/04/18,istanbul,samsun
kadin,1999/01/01,izmir,izmir
kadin,1996/07/03,ankara,izmir
kadin,2001/03/02,Null,ankara
kadin,1970/01/01,mersin,Null
kadin,1999/06/06,istanbul,istanbul
kadin,2001/03/10,mardin,istanbul
kadin,2000/01/01,ordu,mardin
kadin,1999/02/26,istanbul,ankara
kadin,1997/01/31,Null,istanbul
kadin,2000/08/08,Null,Null
kadin,2000/08/28,Null,Null
kadin,1998/01/03,eskisehir,Null
kadin,1998/06/05,igdir,eskisehir
kadin,2000/10/24,hatay,antalya
Null,Null,Null,istanbul
kadin,1970/01/01,izmir,istanbul
kadin,2000/06/14,diyarbakir,izmir
kadin,1996/04/18,kayseri,diyarbakir
kadin,1998/01/27,malatya,kayseri
kadin,1970/01/01,sanliurfa,istanbul
kadin,1997/10/03,Null,aksaray
kadin,1997/01/23,Null,Null
kadin,1997/06/17,kirklareli,Null
kadin,1998/06/28,malatya,kirklareli
kadin,1970/01/01,mardin,Null
kadin,2001/07/04,denizli,istanbul
kadin,2001/02/24,mus,istanbul
erkek,2002/01/26,batman,mus
erkek,1999/01/28,Null,mus
kadin,1998/09/25,Null,ankara
erkek,2001/01/04,istanbul,Null
erkek,1999/09/02,bursa,istanbul
erkek,1999/05/26,bursa,mugla
erkek,1999/03/03,istanbul,istanbul
erkek,1998/09/11,batman,istanbul
erkek,1998/10/10,kocaeli,batman
erkek,1997/02/25,Null,eskisehir
erkek,1998/05/22,burdur,Null
erkek,2001/03/29,istanbul,kocaeli
erkek,2000/07/10,istanbul,istanbul
erkek,2000/02/21,batman,istanbul
erkek,1997/06/23,mugla,batman
erkek,1999/03/14,adana,konya
erkek,1970/01/01,ordu,istanbul
erkek,1999/06/04,balikesir,Null
erkek,1970/01/01,bayburt,balikesir
erkek,2000/01/15,adiyaman,istanbul
erkek,2000/04/04,Null,adiyaman
erkek,2000/03/02,kocaeli,Null
erkek,1999/09/15,gaziantep,Null
erkek,1996/07/17,istanbul,hatay
erkek,2001/05/17,isparta,ankara
erkek,1970/01/01,Null,izmir
erkek,1970/01/01,istanbul,Null
erkek,2000/07/16,istanbul,istanbul
erkek,2001/06/22,istanbul,istanbul
erkek,1999/01/11,tekirdag,istanbul
erkek,2001/02/13,artvin,istanbul
erkek,2001/08/29,trabzon,izmir
erkek,1997/03/21,diyarbakir,trabzon
erkek,1999/10/28,manisa,denizli
erkek,2000/10/11,kirikkale,istanbul
erkek,2000/02/18,isparta,kirikkale
erkek,2000/04/06,istanbul,istanbul
erkek,1999/10/02,ankara,istanbul
erkek,1998/04/07,mugla,ankara
erkek,1999/08/06,Null,mugla
erkek,1999/01/14,ankara,Null
erkek,1998/03/28,mersin,ankara
erkek,1998/02/24,kahramanmaras,mersin
erkek,2000/09/05,siirt,ankara
kadin,2001/05/22,kirikkale,siirt
kadin,2001/01/01,mersin,kirikkale
kadin,2000/06/24,malatya,istanbul
kadin,1999/05/04,diyarbakir,istanbul
kadin,2000/08/18,karaman,istanbul
kadin,2001/01/01,mersin,karaman
kadin,1998/08/03,mersin,mersin
kadin,1970/01/01,diyarbakir,mersin
kadin,2000/09/08,van,istanbul
kadin,2001/11/04,erzurum,van
kadin,1970/01/01,van,canakkale
kadin,1970/01/01,sanliurfa,van
kadin,1999/08/08,malatya,sanliurfa
kadin,2000/10/16,aydin,bursa
kadin,1999/06/18,istanbul,aydin
kadin,1999/05/02,kayseri,kayseri
kadin,2000/11/10,kahramanmaras,istanbul
kadin,1999/09/29,manisa,kahramanmaras
kadin,1999/01/26,gaziantep,manisa
kadin,1997/01/02,manisa,aydin
kadin,1999/01/10,trabzon,eskisehir
kadin,1970/01/01,gaziantep,trabzon
kadin,2000/10/20,gaziantep,ankara
kadin,2001/04/07,mersin,gaziantep
kadin,1999/12/19,konya,mersin
kadin,1970/01/01,mardin,konya
kadin,2000/01/27,mersin,mardin
kadin,1998/04/09,istanbul,mersin
kadin,2001/09/14,antalya,Null
kadin,2000/04/29,trabzon,antalya
kadin,1998/01/08,bursa,trabzon
kadin,2000/01/01,diyarbakir,bursa
kadin,2000/04/14,yozgat,istanbul
kadin,2000/08/15,erzurum,yozgat
kadin,1999/05/24,corum,istanbul
kadin,1999/11/24,afyonkarahisar,corum
kadin,1998/12/16,van,eskisehir
kadin,1998/01/03,mersin,balikesir
kadin,2000/06/29,istanbul,istanbul
kadin,1996/03/04,diyarbakir,istanbul
kadin,1999/04/02,denizli,istanbul
kadin,1999/06/27,ankara,antalya
kadin,2000/01/01,diyarbakir,aydin
kadin,1999/11/11,mersin,diyarbakir
kadin,2001/01/05,malatya,izmir
kadin,1998/02/12,aydin,malatya
kadin,1999/05/15,izmir,aydin
kadin,1999/06/15,istanbul,istanbul
kadin,1999/05/05,diyarbakir,istanbul
kadin,1998/04/14,istanbul,Null
kadin,1970/01/01,istanbul,istanbul
belirtmek istemiyorum,1998/01/11,sakarya,istanbul
kadin,2002/04/03,istanbul,sakarya
kadin,1970/01/01,antalya,istanbul
kadin,1970/01/01,Null,antalya
kadin,1970/01/01,eskisehir,istanbul
kadin,1999/01/11,konya,Null
kadin,1970/01/01,istanbul,istanbul
kadin,1996/05/27,canakkale,karabuk
kadin,2000/12/18,denizli,giresun
kadin,1996/07/10,konya,denizli
kadin,2000/11/15,sanliurfa,konya
kadin,1997/07/27,gaziantep,aydin
kadin,2001/09/19,Null,bursa
kadin,2000/07/20,malatya,Null
kadin,1999/08/24,Null,bursa
kadin,1970/01/01,sanliurfa,Null
kadin,1996/07/01,diyarbakir,sanliurfa
kadin,1999/09/02,burdur,diyarbakir
kadin,1998/04/29,istanbul,burdur
Null,1998/01/12,sanliurfa,istanbul
kadin,1998/02/17,giresun,istanbul
kadin,1998/07/26,sanliurfa,istanbul
kadin,2000/09/11,ankara,sanliurfa
kadin,1998/06/25,mus,ankara
kadin,2001/08/30,bilecik,mus
kadin,1970/01/01,Null,bilecik
kadin,2000/04/21,erzincan,bursa
kadin,1999/10/12,trabzon,erzincan
kadin,1970/01/01,istanbul,istanbul
kadin,1970/01/01,Null,Null
kadin,2001/06/02,ankara,Null
kadin,1970/01/01,sanliurfa,ankara
kadin,2000/08/03,konya,sanliurfa
kadin,2001/09/11,istanbul,karaman
kadin,1970/01/01,mardin,istanbul
kadin,2000/03/29,samsun,ankara
kadin,1999/01/11,sanliurfa,samsun
kadin,2000/11/10,sivas,sanliurfa
kadin,1999/03/23,istanbul,sivas
kadin,2000/01/26,mersin,istanbul
kadin,1970/01/01,trabzon,mersin
kadin,1998/02/15,agri,balikesir
erkek,2000/10/22,nigde,isparta
erkek,1970/01/01,adiyaman,istanbul
erkek,1996/06/10,elazig,adiyaman
erkek,1999/01/06,kilis,istanbul
erkek,1999/02/15,Null,malatya
erkek,1996/05/18,Null,Null
erkek,1999/01/05,samsun,Null
erkek,1997/02/15,Null,samsun
erkek,1970/01/01,balikesir,Null
erkek,2000/04/08,mugla,istanbul
erkek,1998/06/05,manisa,ankara
erkek,2000/01/24,isparta,agri
erkek,2000/07/29,istanbul,istanbul
erkek,2001/09/04,manisa,samsun
erkek,1999/06/19,igdir,istanbul
erkek,1997/02/09,izmir,istanbul
erkek,2000/06/24,ankara,izmir
erkek,1999/01/01,diyarbakir,kirsehir
erkek,1999/08/15,kirikkale,diyarbakir
erkek,1970/01/01,denizli,kirikkale
erkek,1970/01/01,mersin,istanbul
erkek,1997/04/03,Null,mersin
erkek,1970/01/01,konya,Null
erkek,1999/08/04,istanbul,istanbul
erkek,1999/05/06,afyonkarahisar,istanbul
erkek,1999/05/06,afyonkarahisar,afyonkarahisar
erkek,1999/02/23,konya,afyonkarahisar
erkek,1998/03/20,afyonkarahisar,konya
erkek,1970/01/01,Null,istanbul
kadin,1997/01/09,hatay,Null
kadin,2001/11/05,sivas,istanbul
kadin,1996/06/21,hakkari,sivas
kadin,2000/01/14,istanbul,hakkari
kadin,1998/03/03,hakkari,istanbul
kadin,1997/09/26,istanbul,hakkari
kadin,1999/01/16,diyarbakir,istanbul
kadin,1999/07/05,karabuk,diyarbakir
erkek,2000/07/02,zonguldak,ankara
erkek,1998/11/17,malatya,zonguldak
kadin,2000/01/30,ankara,istanbul
kadin,1999/08/03,istanbul,ankara
kadin,1970/01/01,istanbul,istanbul
kadin,2000/10/30,istanbul,istanbul
kadin,1970/01/01,kayseri,istanbul
kadin,1998/01/09,bilecik,kayseri
kadin,1999/12/26,Null,eskisehir
kadin,1999/01/06,denizli,Null
kadin,2000/06/15,hatay,denizli
kadin,1999/11/12,bursa,hatay
erkek,2000/09/12,samsun,istanbul
erkek,1998/09/02,mus,ankara
erkek,1970/01/01,van,malatya
erkek,1997/04/03,malatya,van
erkek,1998/12/08,istanbul,malatya
kadin,1970/01/01,bingol,karabuk
kadin,1998/09/27,Null,istanbul
kadin,2000/10/28,istanbul,Null
kadin,1998/01/01,bursa,istanbul
kadin,1999/09/20,Null,bursa
kadin,1999/07/30,yalova,Null
kadin,1998/07/13,Null,istanbul
erkek,2000/07/06,istanbul,Null
kadin,2000/04/30,Null,denizli
erkek,2000/01/01,hakkari,Null
kadin,1998/05/26,diyarbakir,hakkari
kadin,1970/01/01,sirnak,diyarbakir
kadin,2000/01/01,diyarbakir,sirnak
kadin,1970/01/01,sanliurfa,izmir
kadin,1970/01/01,istanbul,izmir
belirtmek istemiyorum,1970/01/01,adana,istanbul
erkek,1998/05/16,konya,adana
erkek,1998/03/27,manisa,istanbul
erkek,1996/07/10,tokat,manisa
erkek,1998/02/22,mus,istanbul
erkek,1997/07/20,tokat,istanbul
erkek,1970/01/01,sanliurfa,tokat
erkek,1999/02/05,elazig,sanliurfa
erkek,1998/08/24,istanbul,gaziantep
erkek,1997/05/14,ankara,istanbul
erkek,1970/01/01,siirt,yalova
erkek,1997/06/25,artvin,istanbul
erkek,2000/05/01,siirt,artvin
erkek,2000/06/08,bursa,siirt
erkek,1970/01/01,gumushane,istanbul
erkek,1997/10/04,istanbul,ankara
erkek,1999/10/20,trabzon,ordu
erkek,1998/08/06,istanbul,ordu
kadin,1999/05/21,kayseri,istanbul
erkek,2001/10/19,kutahya,Null
kadin,1999/12/17,Null,istanbul
kadin,1998/12/03,istanbul,Null
kadin,1997/04/23,antalya,istanbul
erkek,1970/01/01,Null,istanbul
erkek,1970/01/01,istanbul,osmaniye
Null,Null,Null,istanbul
erkek,2000/07/12,siirt,istanbul
erkek,1970/01/01,sanliurfa,bilecik
erkek,2001/03/16,adiyaman,gaziantep
erkek,1998/01/22,erzincan,Null
erkek,2000/04/30,ankara,istanbul
erkek,1998/01/23,tokat,eskisehir
erkek,1996/08/28,gaziantep,istanbul
erkek,1970/01/01,elazig,Null
erkek,1970/01/01,kahramanmaras,elazig
erkek,2000/03/04,kocaeli,kahramanmaras
erkek,2000/08/05,Null,kocaeli
erkek,2001/01/22,erzincan,Null
erkek,1970/01/01,Null,erzincan
erkek,1997/02/22,kayseri,Null
erkek,1998/01/01,ankara,kayseri
erkek,2000/06/19,karabuk,ankara
erkek,2000/06/10,kastamonu,karabuk
erkek,2001/12/29,Null,zonguldak
erkek,1999/03/17,bingol,Null
erkek,1999/05/10,van,bingol
erkek,1970/01/01,agri,konya
erkek,2000/01/01,mardin,istanbul
erkek,2000/12/02,bingol,izmir
erkek,1998/06/19,sivas,istanbul
erkek,1999/04/10,yozgat,istanbul
erkek,2001/01/17,istanbul,kayseri
erkek,1970/01/01,gaziantep,istanbul
erkek,1970/01/01,elazig,denizli
erkek,1999/08/22,diyarbakir,elazig
erkek,2000/01/01,bitlis,kocaeli
erkek,1999/06/17,diyarbakir,bitlis
erkek,1999/06/24,siirt,diyarbakir
erkek,2001/05/02,van,canakkale
erkek,1970/01/01,malatya,bursa
erkek,1999/06/29,giresun,Null
erkek,1970/01/01,gaziantep,giresun
erkek,1998/08/29,ankara,gaziantep
erkek,1998/09/10,van,diyarbakir
erkek,1996/10/09,istanbul,istanbul
erkek,1998/07/15,sivas,sinop
erkek,1999/10/13,sirnak,istanbul
erkek,1998/05/14,van,sirnak
erkek,1999/08/17,istanbul,istanbul
erkek,1997/01/07,sanliurfa,istanbul
erkek,2000/07/29,sirnak,mardin
erkek,2000/10/05,istanbul,sirnak
erkek,1998/06/24,mus,istanbul
erkek,1997/07/27,sanliurfa,istanbul
erkek,1997/11/22,tokat,sanliurfa
erkek,2001/07/27,van,istanbul
erkek,1998/02/21,mardin,istanbul
erkek,1997/08/10,batman,istanbul
erkek,1997/11/03,kocaeli,elazig
erkek,1997/11/27,kutahya,ankara
erkek,2001/11/16,Null,kutahya
erkek,1999/04/23,kirikkale,Null
erkek,1999/10/10,amasya,kayseri
erkek,1998/05/24,ankara,amasya
erkek,2000/05/28,Null,ankara
erkek,1970/01/01,afyonkarahisar,Null
erkek,1970/01/01,bingol,istanbul
erkek,1999/12/25,amasya,istanbul
erkek,2000/01/29,sivas,amasya
erkek,2001/02/16,bitlis,istanbul
erkek,2001/03/22,konya,bitlis
erkek,2000/06/20,istanbul,denizli
erkek,2000/08/04,istanbul,istanbul
erkek,2000/07/14,istanbul,batman
erkek,1997/04/11,kahramanmaras,istanbul
erkek,1998/07/30,istanbul,istanbul
erkek,1997/11/16,ankara,istanbul
erkek,1999/07/29,Null,istanbul
erkek,1997/03/01,siirt,Null
erkek,1999/09/29,ankara,istanbul
erkek,1998/07/02,tokat,ankara
erkek,1999/11/26,mardin,istanbul
erkek,1999/02/05,sivas,sirnak
erkek,1997/03/01,siirt,istanbul
erkek,2000/07/14,mersin,siirt
erkek,2000/01/02,mardin,Null
erkek,1997/12/09,mersin,istanbul
erkek,1999/09/21,van,istanbul
erkek,1998/02/10,van,karabuk
erkek,2002/01/01,elazig,Null
erkek,1996/04/14,istanbul,elazig
erkek,1997/03/21,istanbul,istanbul
erkek,2001/12/06,adiyaman,istanbul
erkek,1999/11/15,konya,adiyaman
erkek,1998/08/27,manisa,Null
belirtmek istemiyorum,2000/08/11,tekirdag,istanbul
erkek,1999/07/16,istanbul,istanbul
erkek,2000/07/04,denizli,balikesir
erkek,1999/05/01,istanbul,denizli
erkek,1995/01/10,kirsehir,balikesir
erkek,1999/05/03,diyarbakir,ankara
erkek,1998/11/29,istanbul,diyarbakir
erkek,2000/06/08,sakarya,istanbul
erkek,1999/07/27,istanbul,zonguldak
erkek,2000/03/22,diyarbakir,istanbul
erkek,1999/01/30,Null,diyarbakir
erkek,1997/12/11,istanbul,Null
erkek,2000/07/15,bitlis,istanbul
erkek,1998/06/24,diyarbakir,van
erkek,2000/06/14,bursa,diyarbakir
erkek,1996/08/08,istanbul,giresun
erkek,1999/01/23,ordu,kayseri
erkek,1997/07/02,istanbul,izmir
erkek,2001/06/01,hatay,antalya
erkek,2000/02/04,istanbul,hatay
erkek,2000/02/15,ankara,istanbul
erkek,2000/10/07,kahramanmaras,gaziantep
erkek,1999/09/07,bartin,osmaniye
erkek,1999/06/26,gumushane,Null
erkek,1998/02/02,Null,gumushane
erkek,1998/02/19,istanbul,Null
erkek,1970/01/01,samsun,Null
kadin,1970/01/01,tokat,trabzon
erkek,1970/01/01,istanbul,istanbul
erkek,2001/08/24,hatay,trabzon
erkek,2000/11/07,izmir,hatay
erkek,1999/05/01,ankara,aydin
erkek,1970/01/01,rize,kilis
erkek,2000/08/16,tokat,denizli
erkek,1997/06/01,hatay,tokat
erkek,1999/01/01,istanbul,ankara
erkek,1998/08/19,istanbul,konya
erkek,2000/07/25,istanbul,istanbul
erkek,1999/06/07,Null,karaman
erkek,1999/04/28,zonguldak,istanbul
erkek,1997/03/06,Null,izmir
erkek,1999/08/29,agri,Null
erkek,1999/05/15,mus,agri
erkek,2001/05/19,ordu,Null
erkek,2000/04/17,giresun,ordu
erkek,2001/03/28,istanbul,giresun
erkek,2000/06/15,mardin,kocaeli
erkek,1999/01/25,canakkale,mardin
erkek,2000/09/05,adiyaman,ankara
erkek,1998/09/23,istanbul,istanbul
erkek,1998/06/19,Null,istanbul
kadin,2000/10/12,hatay,Null
kadin,2000/10/23,istanbul,hatay
erkek,1997/03/09,erzurum,canakkale
kadin,2000/11/16,karaman,erzurum
kadin,1970/01/01,mersin,karaman
kadin,1999/08/01,kahramanmaras,istanbul
erkek,1998/02/05,sirnak,istanbul
erkek,1970/01/01,Null,sirnak
erkek,2001/10/25,trabzon,Null
erkek,1998/09/23,istanbul,antalya
erkek,1999/05/28,sivas,kocaeli
erkek,1999/05/28,sivas,istanbul
erkek,1999/10/06,adana,istanbul
erkek,1998/04/17,edirne,diyarbakir
erkek,1997/04/10,izmir,istanbul
erkek,1998/12/03,sakarya,izmir
erkek,1999/01/08,balikesir,ankara
erkek,1997/05/24,sinop,sakarya
erkek,1999/02/13,bursa,istanbul
erkek,2001/03/03,mugla,duzce
erkek,2000/04/06,samsun,istanbul
erkek,1996/08/01,siirt,istanbul
erkek,1997/08/18,istanbul,siirt
erkek,1997/04/05,istanbul,ankara
erkek,2001/07/20,agri,ankara
erkek,2002/02/02,sinop,canakkale
erkek,2001/02/04,tekirdag,sinop
erkek,1999/07/27,van,istanbul
erkek,1999/07/20,igdir,van
erkek,1999/09/25,agri,istanbul
erkek,2000/01/01,Null,gaziantep
erkek,1997/01/05,mus,Null
erkek,2000/06/26,izmir,antalya
erkek,1997/03/07,Null,izmir
erkek,1999/08/07,Null,nevsehir
erkek,1996/05/23,sirnak,Null
erkek,1970/01/01,batman,adana
erkek,1998/07/14,istanbul,batman
erkek,1998/01/29,istanbul,ankara
erkek,1998/05/15,diyarbakir,tekirdag
kadin,1970/01/01,manisa,sanliurfa
kadin,2000/01/01,Null,manisa
kadin,1999/03/10,bolu,Null
kadin,1999/11/27,adiyaman,ankara
erkek,1998/01/21,sanliurfa,istanbul
erkek,1996/01/04,hatay,sanliurfa
erkek,2000/06/24,burdur,mugla
erkek,1997/09/11,batman,burdur
erkek,1999/12/22,erzurum,batman
erkek,1997/05/20,kastamonu,bursa
erkek,1998/03/01,hakkari,Null
erkek,1997/02/09,batman,hakkari
erkek,2001/07/26,konya,ankara
kadin,2000/10/10,sivas,konya
erkek,1997/07/10,sanliurfa,istanbul
erkek,1970/01/01,hakkari,hatay
erkek,2001/11/15,mardin,istanbul
erkek,2001/03/24,diyarbakir,mardin
erkek,1999/07/11,kayseri,Null
erkek,2000/05/05,kutahya,istanbul
erkek,1998/06/30,corum,yozgat
erkek,1998/06/30,corum,ankara
erkek,1970/01/01,konya,ankara
erkek,1996/07/12,rize,istanbul
erkek,2000/05/13,antalya,istanbul
erkek,2001/11/02,izmir,edirne
erkek,1970/01/01,istanbul,izmir
erkek,1998/02/02,mus,istanbul
erkek,1998/01/03,aydin,mardin
erkek,2000/07/08,kayseri,istanbul
erkek,2000/06/23,istanbul,ankara
erkek,1999/12/08,eskisehir,istanbul
erkek,1998/01/01,yozgat,eskisehir
erkek,1970/01/01,istanbul,istanbul
erkek,2000/06/22,nevsehir,bursa
erkek,1998/04/16,ordu,nevsehir
erkek,2000/12/09,bursa,ordu
erkek,2000/06/01,Null,ankara
erkek,2001/01/09,osmaniye,Null
erkek,2001/02/11,bursa,osmaniye
erkek,1970/01/01,erzurum,konya
erkek,1997/05/15,balikesir,erzurum
erkek,1999/06/26,izmir,izmir
erkek,1970/01/01,eskisehir,istanbul
erkek,1997/07/24,istanbul,istanbul
erkek,2000/07/20,kayseri,istanbul
erkek,2000/11/23,mersin,kayseri
erkek,1999/09/07,van,istanbul
erkek,2001/01/08,Null,konya
erkek,1999/11/17,Null,Null
erkek,2000/03/15,trabzon,Null
erkek,1999/03/18,sanliurfa,trabzon
erkek,1999/09/24,adana,sanliurfa
erkek,1998/10/01,gaziantep,adana
erkek,2002/04/20,adana,istanbul
erkek,1998/10/06,denizli,ankara
erkek,1998/09/25,osmaniye,antalya
erkek,1998/04/29,hatay,osmaniye
erkek,1998/11/30,hatay,hatay
erkek,1999/06/02,sanliurfa,hatay
erkek,1999/08/23,aydin,sanliurfa
erkek,1997/01/19,istanbul,kocaeli
erkek,1970/01/01,sanliurfa,ankara
erkek,1970/01/01,bursa,sanliurfa
erkek,1997/05/31,osmaniye,bursa
erkek,1998/05/01,Null,adana
erkek,2001/07/18,osmaniye,Null
erkek,1970/01/01,zonguldak,istanbul
erkek,2000/09/27,ankara,zonguldak
erkek,1999/06/07,mersin,amasya
erkek,1999/05/17,sanliurfa,istanbul
erkek,1996/02/12,diyarbakir,gaziantep
erkek,1999/08/27,erzurum,istanbul
erkek,1970/01/01,konya,antalya
erkek,2001/09/28,erzincan,konya
erkek,1999/09/12,sanliurfa,erzincan
erkek,2000/09/26,manisa,mersin
erkek,2000/01/15,eskisehir,istanbul
erkek,1999/07/17,gaziantep,istanbul
erkek,1996/10/03,kutahya,gaziantep
erkek,1970/01/01,malatya,Null
erkek,1999/04/12,tekirdag,adana
erkek,2000/09/27,adiyaman,bursa
erkek,1999/10/28,corum,adiyaman
erkek,1996/04/09,kayseri,Null
erkek,2000/03/11,bursa,kayseri
erkek,1997/10/02,adana,bursa
erkek,1999/05/12,sanliurfa,istanbul
erkek,1998/10/02,kayseri,sanliurfa
erkek,1998/01/23,antalya,izmir
erkek,2000/06/18,konya,ankara
erkek,1970/01/01,mus,konya
erkek,1970/01/01,sanliurfa,mus
erkek,1999/08/29,yalova,sanliurfa
kadin,1970/01/01,Null,ankara
erkek,1999/01/24,Null,Null
erkek,1997/06/13,ankara,Null
erkek,1998/03/01,ankara,ankara
erkek,1970/01/01,sanliurfa,ankara
kadin,2000/09/07,mardin,sanliurfa
kadin,1998/07/07,ankara,istanbul
kadin,2000/07/17,konya,ankara
kadin,2000/01/27,aksaray,istanbul
kadin,1970/01/01,hatay,aksaray
