index2,Universite Adi,Universite Turu
57542,galatasaray universitesi,devlet
57543,erzincan binali yildirim universitesi,devlet
57544,turk-alman universitesi,devlet
57545,sabanci universitesi,ozel
57546,istanbul teknik universitesi,devlet
57547,bahcesehir universitesi,ozel
57548,dicle universitesi,devlet
57549,istanbul teknik universitesi,devlet
57550,koc universitesi,ozel
57551,istanbul universitesi,devlet
57552,bogazici universitesi,devlet
57553,selcuk universitesi,devlet
57554,ihsan dogramaci bilkent universitesi,ozel
57555,dicle universitesi,devlet
57556,halic universitesi,ozel
57557,bogazici universitesi,devlet
57558,bogazici universitesi,devlet
57559,bogazici universitesi,devlet
57560,fenerbahce universitesi,ozel
57561,eskisehir teknik universitesi,devlet
57562,galatasaray universitesi,devlet
57563,ankara universitesi,devlet
57564,istanbul bilgi universitesi,ozel
57565,istanbul universitesi,devlet
57566,orta dogu teknik universitesi,devlet
57567,ankara yildirim beyazit universitesi,devlet
57568,bogazici universitesi,devlet
57569,dogus universitesi,ozel
57570,anadolu universitesi,devlet
57571,anadolu universitesi,devlet
57572,bogazici universitesi,devlet
57573,hacettepe universitesi,devlet
57574,yildiz teknik universitesi,devlet
57575,bogazici universitesi,devlet
57576,bogazici universitesi,devlet
57577,galatasaray universitesi,devlet
57578,orta dogu teknik universitesi,devlet
57579,istanbul teknik universitesi,devlet
57580,bogazici universitesi,devlet
57581,dicle universitesi,devlet
57582,bogazici universitesi,devlet
57583,bahcesehir universitesi,ozel
57584,inonu universitesi,devlet
57585,marmara universitesi,devlet
57586,gazi universitesi,devlet
57587,istanbul teknik universitesi,devlet
57588,necmettin erbakan universitesi,devlet
57589,ankara universitesi,devlet
57590,istanbul teknik universitesi,devlet
57591,istanbul universitesi,devlet
57592,sabanci universitesi,ozel
57593,istanbul universitesi,devlet
57594,fenerbahce universitesi,devlet
57595,kirklareli universitesi,devlet
57596,ihsan dogramaci bilkent universitesi,ozel
57597,koc universitesi,ozel
57598,gebze teknik universitesi,devlet
57599,ihsan dogramaci bilkent universitesi,ozel
57600,yildiz teknik universitesi,devlet
57601,bogazici universitesi,devlet
57602,kahramanmaras sutcu imam universitesi,devlet
57603,bogazici universitesi,devlet
57604,koc universitesi,ozel
57605,bogazici universitesi,devlet
57606,yalova universitesi,devlet
57607,mersin universitesi,devlet
57608,izmir yuksek teknoloji enstitusu,devlet
57609,istanbul teknik universitesi,devlet
57610,ted universitesi,ozel
57611,yeditepe universitesi,ozel
57612,siirt universitesi,devlet
57613,istanbul teknik universitesi,devlet
57614,kirsehir ahi evran universitesi,devlet
57615,saglik bilimleri universitesi,devlet
57616,dokuz eylul universitesi,devlet
57617,marmara universitesi,devlet
57618,bogazici universitesi,devlet
57619,galatasaray universitesi,devlet
57620,istanbul teknik universitesi,devlet
57621,afyonkarahisar saglik bilimleri universitesi,devlet
57622,istanbul teknik universitesi,devlet
57623,galatasaray universitesi,devlet
57624,bogazici universitesi,devlet
57625,abdullah gul universitesi,devlet
57626,mef universitesi,ozel
57627,bursa teknik universitesi,devlet
57628,orta dogu teknik universitesi,devlet
57629,ozyegin universitesi,ozel
57630,abdullah gul universitesi,devlet
57631,hacettepe universitesi,devlet
57632,cukurova universitesi,devlet
57633,gazi universitesi,devlet
57634,trakya universitesi,devlet
57635,konya gida ve tarim universitesi,ozel
57636,abdullah gul universitesi,devlet
57637,ataturk universitesi,devlet
57638,bogazici universitesi,devlet
57639,kocaeli universitesi,devlet
57640,tobb ekonomi ve teknoloji universitesi,ozel
57641,bogazici universitesi,devlet
57642,gaziantep universitesi,devlet
57643,bogazici universitesi,devlet
57644,istanbul teknik universitesi,devlet
57645,saglik bilimleri universitesi,devlet
57646,gazi universitesi,devlet
57647,bogazici universitesi,devlet
57648,tobb ekonomi ve teknoloji universitesi,ozel
57649,bogazici universitesi,devlet
57650,saglik bilimleri universitesi,devlet
57651,harran universitesi,devlet
57652,izmir yuksek teknoloji enstitusu,devlet
57653,yildiz teknik universitesi,devlet
57654,tokat gaziosmanpasa universitesi,devlet
57655,avrasya universitesi,ozel
57656,istanbul medipol universitesi,ozel
57657,manisa celal bayar universitesi,devlet
57658,istanbul universitesi,devlet
57659,ihsan dogramaci bilkent universitesi,ozel
57660,istanbul universitesi,devlet
57661,balikesir universitesi,devlet
57662,tokat gaziosmanpasa universitesi,devlet
57663,yildiz teknik universitesi,devlet
57664,istanbul teknik universitesi,devlet
57665,ibn haldun universitesi,ozel
57666,orta dogu teknik universitesi,devlet
57667,istanbul universitesi,devlet
57668,ankara universitesi,devlet
57669,adana alparslan turkes bilim ve teknoloji universitesi,devlet
57670,ankara universitesi,devlet
57671,tobb ekonomi ve teknoloji universitesi,ozel
57672,manisa celal bayar universitesi,devlet
57673,istanbul universitesi-cerrahpasa,devlet
57674,ankara medipol universitesi,ozel
57675,bolu abant izzet baysal universitesi,devlet
57676,sivas cumhuriyet universitesi,devlet
57677,selcuk universitesi,devlet
57678,giresun universitesi,devlet
57679,yildiz teknik universitesi,devlet
57680,akdeniz universitesi,devlet
57681,istanbul teknik universitesi,devlet
57682,bogazici universitesi,devlet
57683,bogazici universitesi,devlet
57684,ozyegin universitesi,ozel
57685,mef universitesi,ozel
57686,istanbul teknik universitesi,devlet
57687,yasar universitesi,ozel
57688,izmir yuksek teknoloji enstitusu,devlet
57689,istanbul teknik universitesi,devlet
57690,bogazici universitesi,devlet
57691,ihsan dogramaci bilkent universitesi,ozel
57692,yildiz teknik universitesi,devlet
57693,saglik bilimleri universitesi,devlet
57694,van yuzuncu yil universitesi,devlet
57695,giresun universitesi,devlet
57696,istanbul medipol universitesi,ozel
57697,yildiz teknik universitesi,devlet
57698,yozgat bozok universitesi,devlet
57699,tekirdag namik kemal universitesi,devlet
57700,istanbul teknik universitesi,devlet
57701,dogus universitesi,ozel
57702,istanbul teknik universitesi,devlet
57703,akdeniz universitesi,devlet
57704,istanbul universitesi,devlet
57705,istanbul teknik universitesi,devlet
57706,ege universitesi,devlet
57707,sabanci universitesi,ozel
57708,istanbul teknik universitesi,devlet
57709,galatasaray universitesi,devlet
57710,gazi universitesi,devlet
57711,sabanci universitesi,ozel
57712,bogazici universitesi,devlet
57713,bogazici universitesi,devlet
57714,orta dogu teknik universitesi,devlet
57715,mugla sitki kocman universitesi,devlet
57716,van yuzuncu yil universitesi,devlet
57717,pamukkale universitesi,devlet
57718,tobb ekonomi ve teknoloji universitesi,ozel
57719,marmara universitesi,devlet
57720,istanbul teknik universitesi,devlet
57721,abdullah gul universitesi,devlet
57722,istanbul universitesi-cerrahpasa,devlet
57723,istanbul ticaret universitesi,ozel
57724,sabanci universitesi,ozel
57725,cukurova universitesi,devlet
57726,bogazici universitesi,devlet
57727,istanbul teknik universitesi,devlet
57728,ankara universitesi,devlet
57729,bogazici universitesi,devlet
57730,marmara universitesi,devlet
57731,istanbul teknik universitesi,devlet
57732,bogazici universitesi,devlet
57733,istanbul teknik universitesi,devlet
57734,karadeniz teknik universitesi,devlet
57735,trakya universitesi,devlet
57736,yildiz teknik universitesi,devlet
57737,tobb ekonomi ve teknoloji universitesi,ozel
57738,istanbul universitesi-cerrahpasa,devlet
57739,inonu universitesi,devlet
57740,ege universitesi,devlet
57741,marmara universitesi,devlet
57742,izmir ekonomi universitesi,ozel
57743,istanbul medipol universitesi,ozel
57744,hacettepe universitesi,devlet
57745,ankara yildirim beyazit universitesi,devlet
57746,mersin universitesi,devlet
57747,bogazici universitesi,devlet
57748,baskent universitesi,ozel
57749,mugla sitki kocman universitesi,devlet
57750,bursa uludag universitesi,devlet
57751,ataturk universitesi,devlet
57752,ihsan dogramaci bilkent universitesi,ozel
57753,trabzon universitesi,devlet
57754,gazi universitesi,devlet
57755,mimar sinan guzel sanatlar universitesi,devlet
57756,osmaniye korkut ata universitesi,devlet
57757,dicle universitesi,devlet
57758,marmara universitesi,devlet
57759,istanbul universitesi,devlet
57760,tobb ekonomi ve teknoloji universitesi,ozel
57761,ankara medipol universitesi,ozel
57762,gebze teknik universitesi,devlet
57763,kadir has universitesi,ozel
57764,hacettepe universitesi,devlet
57765,erciyes universitesi,devlet
57766,yeditepe universitesi,ozel
57767,bogazici universitesi,devlet
57768,tobb ekonomi ve teknoloji universitesi,ozel
57769,gazi universitesi,devlet
57770,bogazici universitesi,devlet
57771,turk-alman universitesi,devlet
57772,koc universitesi,ozel
57773,koc universitesi,ozel
57774,bogazici universitesi,devlet
57775,sabanci universitesi,ozel
57776,istanbul teknik universitesi,devlet
57777,abdullah gul universitesi,devlet
57778,istanbul teknik universitesi,devlet
57779,ihsan dogramaci bilkent universitesi,ozel
57780,bogazici universitesi,devlet
57781,ihsan dogramaci bilkent universitesi,ozel
57782,istanbul bilgi universitesi,ozel
57783,bogazici universitesi,devlet
57784,tobb ekonomi ve teknoloji universitesi,ozel
57785,gazi universitesi,devlet
57786,istanbul universitesi,devlet
57787,mef universitesi,ozel
57788,orta dogu teknik universitesi,devlet
57789,cankiri karatekin universitesi,devlet
57790,orta dogu teknik universitesi,devlet
57791,bahcesehir universitesi,ozel
57792,istanbul teknik universitesi,devlet
57793,izmir bakircay universitesi,devlet
57794,ankara universitesi,devlet
57795,istanbul universitesi,devlet
57796,istanbul kent universitesi,ozel
57797,akdeniz universitesi,devlet
57798,gazi universitesi,devlet
57799,dokuz eylul universitesi,devlet
57800,halic universitesi,ozel
57801,tobb ekonomi ve teknoloji universitesi,ozel
57802,bogazici universitesi,devlet
57803,inonu universitesi,devlet
57804,cukurova universitesi,devlet
57805,kirikkale universitesi,devlet
57806,nigde omer halisdemir universitesi,devlet
57807,bogazici universitesi,devlet
57808,manisa celal bayar universitesi,devlet
57809,istanbul teknik universitesi,devlet
57810,hacettepe universitesi,devlet
57811,turk hava kurumu universitesi,ozel
57812,isik universitesi,ozel
57813,suleyman demirel universitesi,devlet
57814,marmara universitesi,devlet
57815,firat universitesi,devlet
57816,yildiz teknik universitesi,devlet
57817,anadolu universitesi,devlet
57818,agri ibrahim cecen universitesi,devlet
57819,tobb ekonomi ve teknoloji universitesi,ozel
57820,bezmialem vakif universitesi,ozel
57821,akdeniz universitesi,devlet
57822,yozgat bozok universitesi,devlet
57823,istanbul kultur universitesi,ozel
57824,yildiz teknik universitesi,devlet
57825,eskisehir osmangazi universitesi,devlet
57826,kocaeli universitesi,devlet
57827,mimar sinan guzel sanatlar universitesi,devlet
57828,istanbul teknik universitesi,devlet
57829,mef universitesi,ozel
57830,istanbul teknik universitesi,devlet
57831,turk-alman universitesi,devlet
57832,yildiz teknik universitesi,devlet
57833,mugla sitki kocman universitesi,devlet
57834,hacettepe universitesi,devlet
57835,orta dogu teknik universitesi,devlet
57836,yildiz teknik universitesi,devlet
57837,tekirdag namik kemal universitesi,devlet
57838,istanbul kultur universitesi,ozel
57839,orta dogu teknik universitesi,devlet
57840,mimar sinan guzel sanatlar universitesi,devlet
57841,istanbul universitesi,devlet
57842,bogazici universitesi,devlet
57843,istanbul teknik universitesi,devlet
57844,yildiz teknik universitesi,devlet
57845,istanbul teknik universitesi,devlet
57846,inonu universitesi,devlet
57847,tobb ekonomi ve teknoloji universitesi,ozel
57848,marmara universitesi,devlet
57849,marmara universitesi,devlet
57850,hacettepe universitesi,devlet
57851,istanbul teknik universitesi,devlet
57852,orta dogu teknik universitesi,devlet
57853,koc universitesi,ozel
57854,yildiz teknik universitesi,devlet
57855,turk hava kurumu universitesi,ozel
57856,ihsan dogramaci bilkent universitesi,ozel
57857,marmara universitesi,devlet
57858,marmara universitesi,devlet
57859,mimar sinan guzel sanatlar universitesi,devlet
57860,dokuz eylul universitesi,devlet
57861,ozyegin universitesi,ozel
57862,sabanci universitesi,ozel
57863,istanbul universitesi,devlet
57864,atilim universitesi,ozel
57865,marmara universitesi,devlet
57866,hacettepe universitesi,devlet
57867,bogazici universitesi,devlet
57868,dogus universitesi,ozel
57869,bogazici universitesi,devlet
57870,koc universitesi,ozel
57871,izmir ekonomi universitesi,ozel
57872,bahcesehir universitesi,ozel
57873,ihsan dogramaci bilkent universitesi,ozel
57874,istanbul bilgi universitesi,ozel
57875,beykent universitesi,ozel
57876,istanbul universitesi-cerrahpasa,devlet
57877,necmettin erbakan universitesi,devlet
57878,istanbul medeniyet universitesi,devlet
57879,bandirma onyedi eylul universitesi,devlet
57880,bursa uludag universitesi,devlet
57881,inonu universitesi,devlet
57882,inonu universitesi,devlet
57883,ihsan dogramaci bilkent universitesi,ozel
57884,kirklareli universitesi,devlet
57885,tobb ekonomi ve teknoloji universitesi,ozel
57886,yildiz teknik universitesi,devlet
57887,nisantasi universitesi,ozel
57888,dokuz eylul universitesi,devlet
57889,bogazici universitesi,devlet
57890,eskisehir osmangazi universitesi,devlet
57891,munzur universitesi,devlet
57892,koc universitesi,ozel
57893,necmettin erbakan universitesi,devlet
57894,istanbul teknik universitesi,devlet
57895,yildiz teknik universitesi,devlet
57896,yildiz teknik universitesi,devlet
57897,orta dogu teknik universitesi,devlet
57898,selcuk universitesi,devlet
57899,abdullah gul universitesi,devlet
57900,yildiz teknik universitesi,devlet
57901,firat universitesi,devlet
57902,istanbul bilgi universitesi,ozel
57903,bahcesehir universitesi,ozel
57904,abdullah gul universitesi,devlet
57905,istanbul bilgi universitesi,ozel
57906,bogazici universitesi,devlet
57907,suleyman demirel universitesi,devlet
57908,istanbul teknik universitesi,devlet
57909,yildiz teknik universitesi,devlet
57910,kocaeli universitesi,devlet
57911,istanbul teknik universitesi,devlet
57912,galatasaray universitesi,devlet
57913,koc universitesi,ozel
57914,ankara yildirim beyazit universitesi,devlet
57915,bogazici universitesi,devlet
57916,koc universitesi,ozel
57917,istanbul teknik universitesi,devlet
57918,gazi universitesi,devlet
57919,istanbul teknik universitesi,devlet
57920,gazi universitesi,devlet
57921,dogus universitesi,ozel
57922,mimar sinan guzel sanatlar universitesi,devlet
57923,yildiz teknik universitesi,devlet
57924,istanbul gelisim universitesi,ozel
57925,fenerbahce universitesi,ozel
57926,orta dogu teknik universitesi,devlet
57927,kocaeli universitesi,devlet
57928,istanbul universitesi,devlet
57929,istanbul teknik universitesi,devlet
57930,orta dogu teknik universitesi,devlet
57931,adana alparslan turkes bilim ve teknoloji universitesi,devlet
57932,istanbul teknik universitesi,devlet
57933,ozyegin universitesi,ozel
57934,ankara universitesi,devlet
57935,zonguldak bulent ecevit universitesi,devlet
57936,anadolu universitesi,devlet
57937,samsun universitesi,devlet
57938,ege universitesi,devlet
57939,iskenderun teknik universitesi,devlet
57940,istanbul universitesi,devlet
