Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite"
resim is ogretmenligi,4,3.00 - 3.50,,
sinif ogretmenligi,2,3.00 - 3.50,,
dis hekimligi,2,0.00 - 2.50,,
psikoloji,3,3.00 - 3.50,,
beden egitimi ve spor ogretmenligi,2,3.50 - 4.00,,
eczacilik,4,3.00 - 3.50,,
ergoterapi,3,3.50 - 4.00,,
uluslararasi iliskiler,3,2.50 - 3.00,,
endustri muhendisligi,1,0.00 - 2.50,,
mimarlik,4,3.00 - 3.50,,
ingiliz dili ve edebiyati,4,3.00 - 3.50,,
elektrik-elektronik muhendisligi,4,2.50 - 3.00,,
hukuk,3,0.00 - 2.50,,
diger,2,2.50 - 3.00,,
tip,3,3.00 - 3.50,,
metalurji ve malzeme muhendisligi,2,3.00 - 3.50,,
endustri muhendisligi,4,3.00 - 3.50,,
tip,3,2.50 - 3.00,,
elektrik-elektronik muhendisligi,2,0.00 - 2.50,,
elektrik-elektronik muhendisligi,4,3.00 - 3.50,,
"radyo,televizyon ve sinema",2,3.00 - 3.50,,
kimya ogretmenligi,4,3.00 - 3.50,,
endustri muhendisligi,4,2.50 - 3.00,,
siyaset bilimi ve kamu yonetimi,4,2.50 - 3.00,,
uluslararasi ticaret,hazirlik,Hazirlik,,
ilahiyat,1,Hazirlik,,
fars dili ve edebiyati,2,0.00 - 2.50,,
ingilizce ogretmenligi,6,0.00 - 2.50,,
diger,2,3.00 - 3.50,,
bilgisayar muhendisligi,2,3.00 - 3.50,,
hemsirelik,3,3.50 - 4.00,,
yazilim muhendisligi,2,0.00 - 2.50,,
ilahiyat,2,0.00 - 2.50,,
beslenme ve diyetetik,2,0.00 - 2.50,,
iletisim ve tasarim,3,3.00 - 3.50,,
sosyal bilgiler ogretmenligi,3,2.50 - 3.00,,
yazilim muhendisligi,4,3.50 - 4.00,,
cevre muhendisligi,4,0.00 - 2.50,,
eczacilik,4,3.50 - 4.00,,
mimarlik,3,3.50 - 4.00,,
saglik yonetimi,4,3.00 - 3.50,,
sosyoloji,3,2.50 - 3.00,,
ozel egitim ogretmenligi,3,2.50 - 3.00,,
bilgisayar muhendisligi,1,Hazirlik,,
yonetim bilisim sistemleri,4,3.00 - 3.50,,
isletme,2,0.00 - 2.50,,
endustri muhendisligi,3,2.50 - 3.00,,
tip,3,0.00 - 2.50,,
bilgisayar muhendisligi,2,3.50 - 4.00,,
yonetim bilisim sistemleri,2,2.50 - 3.00,,
endustri muhendisligi,4,2.50 - 3.00,,
ilkogretim matematik ogretmenligi,4,3.00 - 3.50,,
endustri muhendisligi,3,2.50 - 3.00,,
insaat muhendisligi,2,0.00 - 2.50,,
dis hekimligi,2,3.00 - 3.50,,
bilgisayar muhendisligi,5,3.00 - 3.50,,
endustri muhendisligi,3,0.00 - 2.50,,
psikoloji,4,3.00 - 3.50,,
bilgisayar muhendisligi,2,2.50 - 3.00,,
metalurji ve malzeme muhendisligi,2,0.00 - 2.50,,
bilgisayar muhendisligi,4,2.50 - 3.00,,
sosyal hizmet,3,3.00 - 3.50,,
gemi insaati ve gemi makineleri muhendisligi,4,0.00 - 2.50,,
endustri muhendisligi,3,2.50 - 3.00,,
insaat muhendisligi,4,3.00 - 3.50,,
ingiliz dili ve edebiyati,1,Hazirlik,,
kamu yonetimi,4,3.00 - 3.50,,
yazilim muhendisligi,3,0.00 - 2.50,,
nukleer enerji muhendisligi,5,0.00 - 2.50,,
mutercim-tercumanlik (ingilizce),3,0.00 - 2.50,,
hukuk,4,2.50 - 3.00,,
sosyoloji,4,3.00 - 3.50,,
sosyal hizmet,4,3.00 - 3.50,,
bilgisayar muhendisligi,2,3.00 - 3.50,,
tip,hazirlik,0.00 - 2.50,,
isletme,4,3.00 - 3.50,,
makine muhendisligi,3,0.00 - 2.50,,
bilgisayar bilimleri,2,0.00 - 2.50,,
sosyoloji,2,3.00 - 3.50,,
elektrik-elektronik muhendisligi,2,0.00 - 2.50,,
makine muhendisligi,4,2.50 - 3.00,,
endustri muhendisligi,2,3.00 - 3.50,,
sosyal hizmet,3,3.00 - 3.50,,
endustri muhendisligi,3,3.00 - 3.50,,
gemi ve deniz teknolojisi muhendisligi,3,0.00 - 2.50,,
iktisat,2,0.00 - 2.50,,
dis hekimligi,2,3.00 - 3.50,,
hukuk,3,3.00 - 3.50,,
uluslararasi iliskiler,4,3.00 - 3.50,,
endustri muhendisligi,3,3.00 - 3.50,,
siyaset bilimi ve uluslararasi iliskiler,3,3.00 - 3.50,,
maliye,3,3.00 - 3.50,,
rehberlik ve psikolojik danismanlik,4,3.50 - 4.00,,
okul oncesi ogretmenligi,4,3.00 - 3.50,,
rehberlik ve psikolojik danismanlik,3,3.00 - 3.50,,
iktisat,2,0.00 - 2.50,,
makine muhendisligi,4,0.00 - 2.50,,
endustri urunleri tasarimi,3,3.00 - 3.50,,
uluslararasi iliskiler,4,3.00 - 3.50,,
hukuk,3,3.50 - 4.00,,
bilgisayar muhendisligi,2,3.00 - 3.50,,
cocuk gelisimi,2,3.00 - 3.50,,
sinif ogretmenligi,4,3.00 - 3.50,,
makine muhendisligi,3,2.50 - 3.00,,
kimya,1,Hazirlik,,
enerji sistemleri muhendisligi,4,2.50 - 3.00,,
endustri muhendisligi,3,0.00 - 2.50,,
bilgisayar muhendisligi,2,0.00 - 2.50,,
elektrik-elektronik muhendisligi,4,0.00 - 2.50,,
endustri muhendisligi,2,0.00 - 2.50,,
hukuk,4,0.00 - 2.50,,
ekonomi,3,3.50 - 4.00,,
sosyoloji,4,2.50 - 3.00,,
mimarlik,5,2.50 - 3.00,,
bilgisayar muhendisligi,1,Hazirlik,,
psikoloji,3,3.00 - 3.50,,
elektrik-elektronik muhendisligi,5,2.50 - 3.00,,
sosyoloji,1,Hazirlik,,
isletme,3,3.50 - 4.00,,
bilgisayar muhendisligi,hazirlik,Hazirlik,,
reklamcilik,5,3.50 - 4.00,,
endustri muhendisligi,4,2.50 - 3.00,,
cevre muhendisligi,3,2.50 - 3.00,,
hukuk,4,3.00 - 3.50,,
insaat muhendisligi,4,3.00 - 3.50,,
insaat muhendisligi,4,0.00 - 2.50,,
tip,4,3.00 - 3.50,,
pilotaj,hazirlik,Hazirlik,,
dis hekimligi,4,3.00 - 3.50,,
psikoloji,4,3.50 - 4.00,,
elektronik ve haberlesme muhendisligi,4,3.00 - 3.50,,
ekonomi,4,3.00 - 3.50,,
endustri muhendisligi,2,2.50 - 3.00,,
bilgisayar muhendisligi,3,2.50 - 3.00,,
endustri muhendisligi,4,2.50 - 3.00,,
endustri muhendisligi,3,2.50 - 3.00,,
iktisat,4,2.50 - 3.00,,
endustri muhendisligi,3,0.00 - 2.50,,
eczacilik,5,3.00 - 3.50,,
eczacilik,4,2.50 - 3.00,,
sosyal hizmet,3,3.00 - 3.50,,
ilahiyat,1,Hazirlik,,
ic mimarlik,4,3.00 - 3.50,,
dil ve konusma terapisi,2,3.50 - 4.00,,
ilahiyat,3,3.00 - 3.50,,
okul oncesi ogretmenligi,2,0.00 - 2.50,,
mekatronik muhendisligi,3,2.50 - 3.00,,
siyaset bilimi ve kamu yonetimi,3,2.50 - 3.00,,
ingiliz dili ve edebiyati,4,2.50 - 3.00,,
elektrik-elektronik muhendisligi,1,3.00 - 3.50,,
hemsirelik,2,3.00 - 3.50,,
ilahiyat,4,3.00 - 3.50,,
beden egitimi ve spor ogretmenligi,2,2.50 - 3.00,,
bilgisayar muhendisligi,2,0.00 - 2.50,,
ingiliz dili ve edebiyati,2,2.50 - 3.00,,
eczacilik,2,2.50 - 3.00,,
veteriner,3,3.00 - 3.50,,
hemsirelik ve saglik hizmetleri,2,3.50 - 4.00,,
yazilim muhendisligi,3,3.00 - 3.50,,
ingiliz dili ve edebiyati,1,Hazirlik,,
engellilerde egzersiz ve spor bilimleri,2,2.50 - 3.00,,
pazarlama,3,0.00 - 2.50,,
bilgisayar muhendisligi,4,3.00 - 3.50,,
ilkogretim matematik ogretmenligi,4,3.50 - 4.00,,
okul oncesi ogretmenligi,2,3.00 - 3.50,,
gida teknolojisi,2,3.00 - 3.50,,
cografya,3,2.50 - 3.00,,
hukuk,2,2.50 - 3.00,,
ilkogretim matematik ogretmenligi,4,3.00 - 3.50,,
iktisat,3,2.50 - 3.00,,
insaat muhendisligi,3,0.00 - 2.50,,
dil ve konusma terapisi,2,3.00 - 3.50,,
hemsirelik,4,3.00 - 3.50,,
elektronik ticaret ve yonetimi,2,0.00 - 2.50,,
diger,2,2.50 - 3.00,,
hemsirelik,3,3.50 - 4.00,,
endustri muhendisligi,2,2.50 - 3.00,,
siyaset bilimi ve uluslararasi iliskiler,4,3.50 - 4.00,,
iktisat,3,2.50 - 3.00,,
meteoroloji muhendisligi,5,2.50 - 3.00,,
hukuk,4,2.50 - 3.00,,
endustri muhendisligi,3,2.50 - 3.00,,
havacilik yonetimi,3,2.50 - 3.00,,
molekuler biyoloji ve genetik,1,Hazirlik,,
ingilizce ogretmenligi,3,3.00 - 3.50,,
insaat muhendisligi,2,3.00 - 3.50,,
insaat muhendisligi,3,2.50 - 3.00,,
kimya muhendisligi,3,3.50 - 4.00,,
bankacilik,4,3.00 - 3.50,,
diger,4,2.50 - 3.00,,
molekuler biyoloji ve genetik,4,2.50 - 3.00,,
mimarlik,3,2.50 - 3.00,,
molekuler biyoloji ve genetik,4,2.50 - 3.00,,
spor bilimleri,2,3.50 - 4.00,,
insaat muhendisligi,3,2.50 - 3.00,,
makine muhendisligi,2,2.50 - 3.00,,
bankacilik ve finans,3,3.00 - 3.50,,
mimarlik,2,2.50 - 3.00,,
kimya,2,2.50 - 3.00,,
arkeoloji,1,Hazirlik,,
ilkogretim matematik ogretmenligi,3,0.00 - 2.50,,
biyoloji,2,2.50 - 3.00,,
bilgisayar muhendisligi,3,2.50 - 3.00,,
hukuk,4,3.00 - 3.50,,
biyoloji,4,3.50 - 4.00,,
bilgisayar muhendisligi,3,3.00 - 3.50,,
bankacilik ve finans,3,2.50 - 3.00,,
bilgisayar muhendisligi,4,3.00 - 3.50,,
biyoloji,4,3.50 - 4.00,,
eczacilik,4,3.00 - 3.50,,
turk dili ve edebiyati ogretmenligi,3,3.50 - 4.00,,
havacilik yonetimi,3,2.50 - 3.00,,
metalurji ve malzeme muhendisligi,4,0.00 - 2.50,,
uluslararasi ticaret,4,0.00 - 2.50,,
siyaset bilimi ve uluslararasi iliskiler,hazirlik,Hazirlik,,
biyomedikal muhendisligi,3,2.50 - 3.00,,
molekuler biyoloji ve genetik,3,3.00 - 3.50,,
bilgisayar muhendisligi,2,3.00 - 3.50,,
siyaset bilimi ve kamu yonetimi,3,3.00 - 3.50,,
halkla iliskiler ve tanitim,4,2.50 - 3.00,,
mimarlik,4,2.50 - 3.00,,
uluslararasi iliskiler,2,2.50 - 3.00,,
kultur varliklarini koruma ve onarim,3,3.00 - 3.50,,
sosyoloji,4,3.00 - 3.50,,
moda tasarimi,2,3.50 - 4.00,,
endustri ve sistem muhendisligi,1,Hazirlik,,
yonetim bilisim sistemleri,2,2.50 - 3.00,,
matematik,1,Hazirlik,,
hemsirelik,3,3.00 - 3.50,,
yazilim muhendisligi,3,3.00 - 3.50,,
endustri muhendisligi,4,2.50 - 3.00,,
dis hekimligi,2,3.00 - 3.50,,
uluslararasi ticaret ve isletmecilik,4,0.00 - 2.50,,
ic mimarlik,3,3.00 - 3.50,,
bilgisayar muhendisligi,1,Hazirlik,,
yonetim bilisim sistemleri,4,3.00 - 3.50,,
sinif ogretmenligi,2,0.00 - 2.50,,
psikoloji,1,Hazirlik,,
eczacilik,4,3.00 - 3.50,,
iktisat,3,3.50 - 4.00,,
halkla iliskiler ve tanitim,3,3.00 - 3.50,,
insaat muhendisligi,4,3.00 - 3.50,,
siyaset bilimi ve uluslararasi iliskiler,3,0.00 - 2.50,,
diger,2,3.50 - 4.00,,
elektrik-elektronik muhendisligi,4,3.50 - 4.00,,
sinif ogretmenligi,4,3.00 - 3.50,,
tip,4,3.00 - 3.50,,
hukuk,2,2.50 - 3.00,,
endustri muhendisligi,4,2.50 - 3.00,,
ingilizce mutercim ve tercumanlik,4,3.50 - 4.00,,
denizcilik isletmeleri yonetimi,2,2.50 - 3.00,,
bilgisayar muhendisligi,3,3.50 - 4.00,,
endustri muhendisligi,2,0.00 - 2.50,,
iktisat,2,3.00 - 3.50,,
sinif ogretmenligi,4,3.00 - 3.50,,
biyomedikal muhendisligi,4,0.00 - 2.50,,
cevre muhendisligi,5,0.00 - 2.50,,
endustri muhendisligi,4,3.00 - 3.50,,
cevre muhendisligi,4,0.00 - 2.50,,
fizyoterapi ve rehabilitasyon,3,2.50 - 3.00,,
almanca mutercim ve tercumanlik,2,2.50 - 3.00,,
hukuk,3,0.00 - 2.50,,
mekatronik muhendisligi,2,0.00 - 2.50,,
isletme,2,2.50 - 3.00,,
sinif ogretmenligi,3,3.00 - 3.50,,
endustri muhendisligi,4,3.00 - 3.50,,
psikoloji,3,3.00 - 3.50,,
ingilizce ogretmenligi,4,3.00 - 3.50,,
havacilik yonetimi,1,Hazirlik,,
isletme,4,3.00 - 3.50,,
uluslararasi iliskiler,1,Hazirlik,,
endustri muhendisligi,4,3.00 - 3.50,,
elektrik-elektronik muhendisligi,3,0.00 - 2.50,,
enerji sistemleri muhendisligi,4,2.50 - 3.00,,
isletme,4,2.50 - 3.00,,
eczacilik,3,2.50 - 3.00,,
elektrik-elektronik muhendisligi,2,3.00 - 3.50,,
eczacilik,4,2.50 - 3.00,,
yonetim bilisim sistemleri,2,2.50 - 3.00,,
psikoloji,2,2.50 - 3.00,,
isletme,4,3.00 - 3.50,,
eczacilik,4,2.50 - 3.00,,
eczacilik,2,3.00 - 3.50,,
gida muhendisligi,3,2.50 - 3.00,,
ingilizce ogretmenligi,1,3.00 - 3.50,,
kimya muhendisligi,4,3.00 - 3.50,,
psikoloji,4,3.00 - 3.50,,
ozel egitim ogretmenligi,3,0.00 - 2.50,,
iktisat,2,0.00 - 2.50,,
makine muhendisligi,4,0.00 - 2.50,,
endustri muhendisligi,2,3.00 - 3.50,,
yonetim bilisim sistemleri,4,3.50 - 4.00,,
bilgi ve belge yonetimi,4,2.50 - 3.00,,
endustri muhendisligi,3,2.50 - 3.00,,
bilgisayar muhendisligi,4,2.50 - 3.00,,
isletme,2,0.00 - 2.50,,
molekuler biyoloji ve genetik,3,3.00 - 3.50,,
bilgisayar muhendisligi,3,0.00 - 2.50,,
endustri muhendisligi,5,0.00 - 2.50,,
bilgisayar ve yazilim muhendisligi,3,2.50 - 3.00,,
iktisat,1,Hazirlik,,
kimya muhendisligi,4,3.00 - 3.50,,
bilgisayar muhendisligi,2,0.00 - 2.50,,
turk dili ve edebiyati,1,Hazirlik,,
kimya muhendisligi,2,3.00 - 3.50,,
mekatronik muhendisligi,3,2.50 - 3.00,,
halkla iliskiler ve reklamcilik,4,2.50 - 3.00,,
okul oncesi ogretmenligi,1,3.00 - 3.50,,
fen bilgisi ogretmenligi,2,3.50 - 4.00,,
okul oncesi ogretmenligi,2,3.00 - 3.50,,
turkce ogretmenligi,3,2.50 - 3.00,,
ilahiyat,3,2.50 - 3.00,,
psikoloji,1,Hazirlik,,
bilgisayar muhendisligi,1,2.50 - 3.00,,
rekreasyon,2,3.50 - 4.00,,
hemsirelik,2,3.50 - 4.00,,
yonetim bilisim sistemleri,2,2.50 - 3.00,,
bilgisayar muhendisligi,1,3.50 - 4.00,,
saglik yonetimi,3,2.50 - 3.00,,
bilgisayar muhendisligi,3,2.50 - 3.00,,
isletme,2,3.00 - 3.50,,
makine muhendisligi,4,2.50 - 3.00,,
bilgisayar muhendisligi,4,2.50 - 3.00,,
veteriner,5,0.00 - 2.50,,
hemsirelik,4,3.50 - 4.00,,
rehberlik ve psikolojik danismanlik,3,3.00 - 3.50,,
makine muhendisligi,2,2.50 - 3.00,,
isletme,3,2.50 - 3.00,,
elektrik-elektronik muhendisligi,4,2.50 - 3.00,,
insaat muhendisligi,3,2.50 - 3.00,,
orman muhendisligi,1,Hazirlik,,
moda tasarimi,2,0.00 - 2.50,,
rehberlik ve psikolojik danismanlik,3,3.00 - 3.50,,
fen bilgisi ogretmenligi,2,3.50 - 4.00,,
ilkogretim matematik ogretmenligi,3,3.00 - 3.50,,
psikoloji,4,2.50 - 3.00,,
tarih ogretmenligi,3,2.50 - 3.00,,
ilahiyat,4,3.00 - 3.50,,
ucak govde-motor bakim,3,3.50 - 4.00,,
cocuk gelisimi,3,2.50 - 3.00,,
tarih,3,0.00 - 2.50,,
dis hekimligi,2,2.50 - 3.00,,
sosyal bilgiler ogretmenligi,3,3.00 - 3.50,,
lojistik,2,2.50 - 3.00,,
makine muhendisligi,1,Hazirlik,,
havacilik ve uzay muhendisligi,3,3.50 - 4.00,,
ozel egitim ogretmenligi,2,3.00 - 3.50,,
gida muhendisligi,2,Hazirlik,,
sehir ve bolge planlama,1,Hazirlik,,
diger,2,2.50 - 3.00,,
havacilik yonetimi,3,3.50 - 4.00,,
islami ilimler,4,2.50 - 3.00,,
uluslararasi iliskiler,2,2.50 - 3.00,,
ingiliz dili ve edebiyati,2,2.50 - 3.00,,
hukuk,3,3.00 - 3.50,,
makine muhendisligi,3,3.00 - 3.50,,
hemsirelik,1,Hazirlik,,
isletme,3,2.50 - 3.00,,
bilgisayar muhendisligi,3,0.00 - 2.50,,
diger,2,2.50 - 3.00,,
tip,1,Hazirlik,,
arapca ogretmenligi,3,2.50 - 3.00,,
muhasebe ve finans yonetimi,2,3.00 - 3.50,,
diger,2,2.50 - 3.00,,
bitki koruma,3,2.50 - 3.00,,
cevre muhendisligi,1,Hazirlik,,
ozel egitim ogretmenligi,4,3.00 - 3.50,,
sosyoloji,3,3.00 - 3.50,,
islami ilimler,2,3.00 - 3.50,,
cografya,4,2.50 - 3.00,,
fizik,3,2.50 - 3.00,,
grafik resimleme ve baski,3,3.00 - 3.50,,
cocuk gelisimi,3,3.00 - 3.50,,
hemsirelik,2,3.50 - 4.00,,
diger,2,0.00 - 2.50,,
grafik tasarim,3,3.00 - 3.50,,
bilgisayar muhendisligi,2,3.50 - 4.00,,
gida muhendisligi,4,3.00 - 3.50,,
siyaset bilimi ve uluslararasi iliskiler,3,2.50 - 3.00,,
cocuk gelisimi,3,3.50 - 4.00,,
tip,2,3.00 - 3.50,,
dis hekimligi,2,3.50 - 4.00,,
isletme muhendisligi,3,0.00 - 2.50,,
kimya muhendisligi,4,3.00 - 3.50,,
siyaset bilimi ve kamu yonetimi,2,3.00 - 3.50,,
bilgisayar muhendisligi,3,2.50 - 3.00,,
beden egitimi ve spor ogretmenligi,4,3.00 - 3.50,,
hukuk,2,0.00 - 2.50,,
mutercim-tercumanlik (fransizca),3,2.50 - 3.00,,
kamu yonetimi,3,2.50 - 3.00,,
elektrik muhendisligi,3,2.50 - 3.00,,
sosyoloji,4,3.50 - 4.00,,
mimarlik,4,0.00 - 2.50,,
biyomedikal muhendisligi,3,2.50 - 3.00,,
endustri muhendisligi,4,2.50 - 3.00,,
elektrik-elektronik muhendisligi,4,3.50 - 4.00,,
ingilizce ogretmenligi,4,2.50 - 3.00,,
odyoloji,3,3.00 - 3.50,,
endustri muhendisligi,4,3.00 - 3.50,,
isletme,3,2.50 - 3.00,,
ingiliz dili ve edebiyati,4,3.50 - 4.00,,
harita muhendisligi,4,2.50 - 3.00,,
siyaset bilimi ve uluslararasi iliskiler,2,3.00 - 3.50,,
psikoloji,2,3.00 - 3.50,,
endustri muhendisligi,3,2.50 - 3.00,,
ingilizce ogretmenligi,1,Hazirlik,,
ilahiyat,2,2.50 - 3.00,,
turk dili ve edebiyati,4,2.50 - 3.00,,
tip,5,2.50 - 3.00,,
endustri muhendisligi,2,2.50 - 3.00,,
insaat muhendisligi,1,Hazirlik,,
endustri muhendisligi,1,Hazirlik,,
calisma ekonomisi ve endustri iliskileri,4,2.50 - 3.00,,
lojistik,3,2.50 - 3.00,,
diger,2,2.50 - 3.00,,
psikoloji,4,3.00 - 3.50,,
endustri muhendisligi,3,2.50 - 3.00,,
uluslararasi ticaret ve isletmecilik,2,2.50 - 3.00,,
bilgisayar ve ogretim teknolojileri ogretmenligi,3,3.50 - 4.00,,
yazilim muhendisligi,3,2.50 - 3.00,,
gastronomi ve mutfak sanatlari,2,2.50 - 3.00,,
diger,hazirlik,Hazirlik,,
hukuk,4,0.00 - 2.50,,
rehberlik ve psikolojik danismanlik,3,3.50 - 4.00,,
teknoloji ve bilgi yonetimi,3,0.00 - 2.50,,
makine muhendisligi,2,3.00 - 3.50,,
endustri muhendisligi,2,0.00 - 2.50,,
endustri muhendisligi,3,3.00 - 3.50,,
endustri muhendisligi,3,3.00 - 3.50,,
endustri muhendisligi,1,Hazirlik,,
yazilim muhendisligi,3,3.00 - 3.50,,
isletme muhendisligi,4,3.00 - 3.50,,
metalurji ve malzeme muhendisligi,1,Hazirlik,,
sosyoloji,1,Hazirlik,,
hukuk,3,2.50 - 3.00,,
iktisat,4,3.00 - 3.50,,
sosyoloji,4,3.00 - 3.50,,
diger,2,3.50 - 4.00,,
kimya,4,2.50 - 3.00,,
yapay zeka muhendisligi,3,0.00 - 2.50,,
iktisat,2,0.00 - 2.50,,
uluslararasi iliskiler,2,0.00 - 2.50,,
endustri muhendisligi,2,2.50 - 3.00,,
siyaset bilimi ve kamu yonetimi,4,3.00 - 3.50,,
psikoloji,3,2.50 - 3.00,,
endustri muhendisligi,4,2.50 - 3.00,,
endustri muhendisligi,4,2.50 - 3.00,,
elektrik-elektronik muhendisligi,2,2.50 - 3.00,,
endustri muhendisligi,3,3.00 - 3.50,,
biyoloji,2,3.50 - 4.00,,
bilgisayar muhendisligi,3,0.00 - 2.50,,
psikoloji,5,3.50 - 4.00,,
gastronomi ve mutfak sanatlari,4,0.00 - 2.50,,
mekatronik muhendisligi,2,2.50 - 3.00,,
yonetim bilisim sistemleri,2,3.00 - 3.50,,
isletme yonetimi,2,2.50 - 3.00,,
endustri ve sistem muhendisligi,3,3.00 - 3.50,,
geomatik muhendisligi,3,2.50 - 3.00,,
bilgisayar muhendisligi,1,Hazirlik,,
biyoteknoloji,4,2.50 - 3.00,,
ekonomi,1,Hazirlik,,
turk dili ve edebiyati,2,3.00 - 3.50,,
yeni medya,3,2.50 - 3.00,,
biyoloji,4,0.00 - 2.50,,
endustri muhendisligi,4,2.50 - 3.00,,
cevre muhendisligi,2,2.50 - 3.00,,
ingiliz dili ve edebiyati,3,3.50 - 4.00,,
isletme,3,3.50 - 4.00,,
bilgisayar muhendisligi,2,0.00 - 2.50,,
tip,2,3.00 - 3.50,,
diger,hazirlik,Hazirlik,,
beden egitimi ve spor ogretmenligi,3,3.50 - 4.00,,
gida muhendisligi,3,3.00 - 3.50,,
fizyoterapi ve rehabilitasyon,3,3.50 - 4.00,,
fizyoterapi ve rehabilitasyon,2,2.50 - 3.00,,
iktisat,4,0.00 - 2.50,,
makine muhendisligi,2,3.00 - 3.50,,
isletme,2,2.50 - 3.00,,
ingiliz dili ve edebiyati,2,3.50 - 4.00,,
makine muhendisligi,1,3.00 - 3.50,,
hukuk,4,3.00 - 3.50,,
sosyoloji,3,3.50 - 4.00,,
kimya,3,2.50 - 3.00,,
denizcilik isletmeleri yonetimi,4,3.00 - 3.50,,
makine muhendisligi,3,2.50 - 3.00,,
ilahiyat,1,Hazirlik,,
hukuk,4,2.50 - 3.00,,
hemsirelik,3,3.50 - 4.00,,
bilgisayar muhendisligi,2,0.00 - 2.50,,
bilgisayar muhendisligi,3,2.50 - 3.00,,
diger,1,0.00 - 2.50,,
iktisat,4,3.00 - 3.50,,
siyaset bilimi ve kamu yonetimi,4,3.50 - 4.00,,
makine muhendisligi,4,2.50 - 3.00,,
endustriyel tasarim,1,Hazirlik,,
uluslararasi ticaret ve lojistik,5,2.50 - 3.00,,
bilgisayar muhendisligi,4,2.50 - 3.00,,
elektrik-elektronik muhendisligi,1,Hazirlik,,
bilgisayar muhendisligi,3,2.50 - 3.00,,
havacilik yonetimi,4,2.50 - 3.00,,
yazilim muhendisligi,2,2.50 - 3.00,,
uluslararasi iliskiler,4,3.00 - 3.50,,
mekatronik muhendisligi,2,2.50 - 3.00,,
hemsirelik,3,3.00 - 3.50,,
sosyoloji,4,2.50 - 3.00,,
endustri muhendisligi,4,2.50 - 3.00,,
otomotiv muhendisligi,2,3.50 - 4.00,,
rusca mutercim ve tercumanlik,2,0.00 - 2.50,,
yerel yonetimler,2,2.50 - 3.00,,
turk dili ve edebiyati,4,2.50 - 3.00,,
mimarlik,4,2.50 - 3.00,,
cocuk gelisimi,2,2.50 - 3.00,,
diger,2,3.00 - 3.50,,
sinif ogretmenligi,3,3.00 - 3.50,,
ilahiyat,4,3.50 - 4.00,,
ic mimarlik,4,2.50 - 3.00,,
sinif ogretmenligi,2,3.00 - 3.50,,
ingiliz dili ve edebiyati,3,3.00 - 3.50,,
uluslararasi iliskiler,3,2.50 - 3.00,,
bilgisayar muhendisligi,1,Hazirlik,,
elektrik-elektronik muhendisligi,3,3.50 - 4.00,,
hukuk,1,2.50 - 3.00,,
makine muhendisligi,2,0.00 - 2.50,,
sinif ogretmenligi,2,3.00 - 3.50,,
ucak muhendisligi,1,Hazirlik,,
iletisim tasarimi,hazirlik,Hazirlik,,
beslenme ve diyetetik,2,0.00 - 2.50,,
is sagligi ve guvenligi,2,2.50 - 3.00,,
tarih,1,Hazirlik,,
ozel egitim ogretmenligi,2,2.50 - 3.00,,
turk dili ve edebiyati,4,2.50 - 3.00,,
hemsirelik,4,2.50 - 3.00,,
hemsirelik,4,3.00 - 3.50,,
elektronik ve haberlesme muhendisligi,2,3.50 - 4.00,,
endustri urunleri tasarimi,3,3.00 - 3.50,,
ic mimarlik,4,2.50 - 3.00,,
hukuk,1,Hazirlik,,
bankacilik ve sigortacilik,2,0.00 - 2.50,,
makine muhendisligi,2,3.50 - 4.00,,
hemsirelik,2,0.00 - 2.50,,
psikoloji,1,Hazirlik,,
hukuk,2,3.50 - 4.00,,
muhasebe ve finans yonetimi,2,2.50 - 3.00,,
elektrik-elektronik muhendisligi,1,Hazirlik,,
pilotaj,3,3.50 - 4.00,,
bilgisayar ve yazilim muhendisligi,3,2.50 - 3.00,,
turk dili ve edebiyati,2,0.00 - 2.50,,
bilisim sistemleri muhendisligi,2,2.50 - 3.00,,
siyaset bilimi ve uluslararasi iliskiler,3,3.00 - 3.50,,
insaat muhendisligi,5,2.50 - 3.00,,
beden egitimi ve spor ogretmenligi,4,3.00 - 3.50,,
iktisat,4,2.50 - 3.00,,
mimarlik,3,3.00 - 3.50,,
biyomedikal muhendisligi,4,2.50 - 3.00,,
rehberlik ve psikolojik danismanlik,4,3.00 - 3.50,,
siyaset bilimi ve kamu yonetimi,4,2.50 - 3.00,,
bilgisayar muhendisligi,4,2.50 - 3.00,,
insaat muhendisligi,4,3.00 - 3.50,,
calisma ekonomisi ve endustri iliskileri,3,3.00 - 3.50,,
okul oncesi ogretmenligi,2,3.50 - 4.00,,
veteriner,4,2.50 - 3.00,,
diger,2,0.00 - 2.50,,
cografya ogretmenligi,2,3.00 - 3.50,,
spor bilimleri,2,2.50 - 3.00,,
isletme yonetimi,2,2.50 - 3.00,,
tip,2,3.00 - 3.50,,
spor yoneticiligi,2,3.50 - 4.00,,
tip,1,Hazirlik,,
biyoloji,4,0.00 - 2.50,,
psikoloji,2,3.50 - 4.00,,
biyomuhendislik,2,2.50 - 3.00,,
gazetecilik,4,2.50 - 3.00,,
endustri muhendisligi,2,0.00 - 2.50,,
elektrik-elektronik muhendisligi,4,2.50 - 3.00,,
bilgisayar muhendisligi,4,2.50 - 3.00,,
isletme,1,Hazirlik,,
